id	text	HOTEL#HAUPT	ZIMMER#SAUBERKEIT	ZIMMER#HAUPT	HOTEL#PREIS	LAGE#HAUPT	ESSEN&TRINKEN#HAUPT	ESSEN&TRINKEN#RUHE	ZIMMER#RUHE	HOTEL#STYLE	HOTEL#SAUBERKEIT	SERVICE#HAUPT	ESSEN&TRINKEN#PREIS	ZIMMER#STYLE	LAGE#PREIS	LAGE#RUHE	ESSEN&TRINKEN#STYLE	ZIMMER#PREIS	SERVICE#SAUBERKEIT
741	Freies W-LAN, Das Bad ist großzügig mit ausreichend Ablageflächen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
742	Sehr erfreulich war, daß bei Ankunft im Zimmer dieses bereits gekühlt war  Wir	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
743	Sehr angenehmes und gutes Hotel in guter Lage, kann ich nur weiterempfehlen	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
744	Gerne buche ich den nächsten Aufenthalt wieder hier, da ich zufrieden war mit den Leistungen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745	Würde auch meinen Kollegen dieses Hotel empfehlen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
746	Das Hotel liegt unweit der A 93 und hat somit eine tolle Anbindung an das Autobahnnetz	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
747	Es besitzt eine Tiefgarage (derzeit 9- € p. Tag)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748	Ansprechendes Design trifft auf Gemütlichkeit und guten Service	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
749	Sehr freundliches und hilfsbereite Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
750	Zimmer sehr sauber(und ruhig)	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
751	Zimmer haben Minibar, Flatscreen, keine durchgelegenen Betten(!), freies W-Lan, Fön, Wasserkocher, Kaffeemaschiene	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
752	Sehr schöner Frühstücksbereich mit toller Auswahl	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
753	Das Hotel ist ideal gelegen für Meetings, Fortbildungen etc	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
754	Preis-Leistung absolut ok	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
755	Taxi (problemlos); Kosten z.B.zum Dom ca. 20- €	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
756	Tolle Lage für die Anreise aber auch zu einer Citytour, Frühstück und Zimmer Top, Bar ebelfalls super , das Hotel eignet sich hervorragend für Business- oder Privatreisen, das Personal ist durwegs freundlich und zuvorkommend, war sdchön öfter hier und komme immer gerne wieder!!	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
757	Schneller Check in, große moderne Zimmer, super Frühstück, auch Eierspeisen nach Wunsch Kostenloses WLAN Flat Screen mit vielen Sendern, auch Sky Sport Innenstadt innerhalb von 15 Min per Bus, fährt direkt vor dem Hotel, erreichbar	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0
758	Super Anbindung für alle Anreisenden da direkt an der Autobahn gelegen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
759	Die Ansprechpartner vor Ort erfüllen einem jeden Wunsch und machen fast Alles möglich! Es stehen sowohl kleinere als auch ein großer Schulungsraum mit entsprechender Technik zur Verfügung! Pausen super organisiert	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
760	Mittagessen in Buffetform sehr gut und für jeden etwas dabei! Auch die Zimmer sehr sauber und sehr ruhig! Perfekter Service! Jederzeit zu empfehlen!!	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0
761	Empfehlenswert	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
762	Die Auswahl beim Frühstück war sehr reichlich und gut beschildert	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
763	bessere Trennung zwischen Zimmer und Bad (mit Toilette) wäre angenehmer gewesen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
764	Eine erholsame Nacht auf der Heimreise aus dem Urlaub	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
765	Das Hotel liegt günstig zur Autobahn	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
766	Die Einrichtung ist modern und geschmackvoll	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
767	Das Hotel bietet mit einer Tiefgarage ausreichend Parkplätze	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
768	Der Check-in geht fix von statten, die Zimmer sind modern eingerichtet und verfügen uüber einen Holzboden (was mir viel lieber als Teppich ist)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
769	Das Bad ist großzügig mit ausreichend Ablageflächen	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
770	Der Frühstücksraum ist toll und der Kaffee ebenso	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
771	Schöne Zimmer	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
772	Sehr sauber mit antiallergischer Ausstattung und Parkettboden	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
773	Essen sehr gut,	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
774	Schnell von der Autobahn zu erreichen , trotzdem ruhig gelegen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
775	Sehr ansprechend gestaltete Zimmer	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
776	Tagungsraum groß und hell. Gut belüftet	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
777	Hervorzuheben ist, dass man am Sonntag gegen 22:00 Uhr noch ein Einzelzimmer für mich hatte und der Check-in nett, schnell und problemlos verlief	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
778	Mehr als professionell, also zB persönlich oder individuell ist der Service aber auch nicht	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
779	Das Zimmer war geräumig und gut ausgestattet, Bett sehr okay	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
780	In Details (schwer handelbare Dusche, Duschbereich flutet Bad) fehlt es aber immer an etwas, um in die Topkategorie zu passen	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
781	Positiv: Man bekommt auch noch um halb elf etwas Warmes zu essen, negativ: Nugeln und Rinderfilet waren lauwarm und weitgehend geschmacklos	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
782	Das offenbar - wie das nervige Radioprogramm mit original US-amerikanischer Werbung - auf US Publikum zugeschnittene Frühstück war unterdurchschnittlich	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
783	Lauwarmes, geschmackloses Rührei, verbrannter Speck, dünner	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
784	Seit Eröffnung immer Erstklassig	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
785	Sehr freundliche, kompetente Mitarbeiter	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
786	Geräumige Zimmer mit großem Schreibtisch um arbeiten zu können	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
787	Gutes Doppelbett	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
788	Badezimmer groß und gut ausgestattet	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
789	Moderne Tiefgarage - auch für größere KFZ geeignet	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
790	Busverbindung in die Altstadt vor der Tür	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
791	Nach sehr kurzer Anfahrt von der Autobahn und freundlichem schnellen Check-In konnten wir das große und sehr saubere Zimmer beziehen	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
792	Das Auto konnten wir in der großen Tiefgarage parken, die Altstadt ist 3 km entfernt, daher ist immer Fahren angesagt	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
793	Frühstück am Morgen war reichlich und sehr gut, von Lachs bis Müsli alles da :-)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
794	Sehr freundliches und aufmerksames Personal-tolles Frühstück-gut bestückte Bar!!Wir können dieses Hotel (10 Personen) auf jeden Fall weiter empfehlen und werden bestimmt noch einmal wieder kommen-Auch die Anbindung mit Bussen ist recht gut	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
795	Sehr schönes Hotel mit einem sehr guten Preis Leistungs Verhältnis	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
796	Geräumiges modernes Zimmer mit großem Bad und ebenerdiger Dusche	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
797	Frühstück ganz ausgezeichnet	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
798	Zwar am Stadtrand gelegen, aber gute Erreichbarkeit der Innenstadt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
799	Das Hotel ist sauber, gepflegt und schön eingerichtet	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
800	Man bekommt Kaffee und Tee ganztägig aufs Haus	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
801	Das Personal war freundlich, das Frühstück richtig gut	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
802	Etwas ausserhalb der Stadt liegend kann ich dieses Hotel empfehlen	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
803	Das Zimmer war groß, modern eingerichtet mit einem guten Bett und schönem Bad	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
804	Ist war nicht hellhörig und das Personal war freundlich	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
805	Aufgrund einer Tagung hatte ich die Möglichkeit auch das Essen auszuprobieren, was sehr gut geschmeckt hat	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
806	Tiefgarage gibt es auch für 8 € die Nacht	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
807	parken in garage - unterm hotel- kostet €8/nacht, ein- und ausfahrt jederzeit möglich	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
808	erster eindruck positiv, alles sauber, modern, neu	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
809	zimmer mit 2 einzelbetten (für unseren geschmack beide polster zu hoch und zu hart), mit sofa, sitzgarnitur, an der straßenabgewandten seite, eckzimmer, ruhig; lieferung ca 6:30 morgens im hof weckt aber auf, wenn lieferwagen nach rückwärts fährt, waren aber ohnehin wach	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
810	frühstück mit breitem angebot, inklusive frischgemachtem, auf wunsch	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
811	lage zwar nicht in altstadt, die aber mit auto in kürzester zeit zu erreichen ist, es gibt jede menge parkhäuser dort	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
812	Personal könnte freundlicher und mehr kundenorientiert sei	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
813	Die Sauberkeit kann besser sein	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
814	Spiegel nicht richtig geputzt, Staub in den Ecken	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
815	Ausstattung leider auch teilweise abgenutzt	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
816	denn noch Ausstattung im allgemeinen akzeptabel	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	Das Zimmer war sauber und sehr geräumig	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
818	Das Badezimmer ist schick	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
819	Das Personal ist freundlich und hilfsbereit	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
820	Am besten nimmt man ein Zimmer zur Straße, denn im Hinterhof kommen morgens schon Lieferung an	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
821	Auch sollte man das Zimmer weiter entfernt von der Rezeption nehmen, denn die Tür zum Treppenhaus knallt sehr laut ins Schloss	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
822	Frühstück war lecker	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
823	Die Tiefgarage ist schon recht teuer	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824	Tolles Zimmer (Suite) im modernen Stil, bequeme Betten, sehr nettes und flottes Personal an Rezeption und im Restaurant, gute Parkmöglichkeit in angeschlossener Tiefgarage, allerdings nur bis 1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
825	Wieder einmal hat uns Best Western Premier überzeugt! Super schickes Zimmer, Klimaanlage, großes Bad - hier wäre uns eine Dusche allerdings lieber gewesen, als eine Badewanne mit Brause	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
826	Bett sehr bequem	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
827	Frühstück große Auswahl	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
828	Nähe zur Autobahn, dennoch leise	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
829	Geräumige Tiefgarage	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830	Nette Mitarbeiter und auch über mangelnde Sauberkeit konnten wir uns nicht beschweren	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
831	Fast direkt gegenüber eine Bushaltestelle um die Altstadt zu erkunden	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
832	Die Zimmer sind geräumig und modern eingerichtet, auch das Bad ist groß und gut ausgestattet mit Bodendusche	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
833	Allerdings ist es mit der Sauberkeit nicht so weit her (s Bilder)	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
834	Das Frühstücksbuffet ist umfangreich und lecker	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
835	Das Personal ist sehr zuvorkommend und freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
836	Sehr freundlicher Service	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
837	Tiefgarage mit vielen Stellplätzen und relativ großen Parkplätzen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
838	Hervorragendes Frühstück mit wirklich gutem Kaffee	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
839	Die Mitarbeiter der Rezeption hatten immer ein offenes Ohr	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
840	Die Lobby und die Lounge/Bar war sehr modern eingerichtet	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
841	Es gibt einen gläsernen Aufzug zu den Zimmern was dem gesamten Erdgeschoss eine tolle großzügige Atmosphäre verleiht	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
842	Das Hotel liegt etwas am Rand der Stadt, die Autoanbindung ist super, die Bus und Bahnanbindung geht auch	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
843	Eine Taxifahrt vom Bahnhof zum Hotel kostet 11 €	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
844	Wir empfanden das Hotel als ruhig, das Frühstück ist absolut in Ordnung	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
845	Man hat eine gute Auswahl von Müsli, über Brötchen mit Wurst und Käse bis Bohnen, Speck und Rührei	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
846	Warum gebe ich keine voll Punktzahl für das Hotel? Den einen Punkt ziehe ich für die Sauberkeit im Zimmer ab	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	Fünf Sterne, für die Ankunft mit allen Informationen	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
848	Wenn auch die Lage nicht Optimal ist ( zumindest wenn man in die Altstadt will), empfehle ich das Hotel uneingeschränkt weiter	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
849	Sehr aufmerksames Personal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
850	Preis- Leistung ist Perfekt	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
851	Sehr gute Autobahnanbindung	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
852	Das Hotel liegt direkt an der Autobahn	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
853	Direkt am Hotel gibt es keine kostenlosen Parkplätze	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
854	Tiefgarage kostet circa acht Euro die Nacht	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	Der Empfang an der Rezeption ist professionell und sehr freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
856	Da ich am ersten Tag aufgrund eines frühen Termin ist nicht am Frühstück teilnehmen konnte, erhielt ich ein Lunchpaket	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
857	Super! Die Zimmer sind modern, tadellos und zweckmäßig eingerichtet	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
858	Das Bad liegt im Schlafzimmer hinter einer Glasscheibe	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
859	Klasse! Zimmer und Bad sind sehr sauber	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860	Allerdings hatte ich in der Dusche nur lauwarmes Wasser	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
861	Kalt duschen war nicht möglich	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
862	Das Frühstück ist sehr gut und bietet sogar frisch gemachte Eierspeisen auf Bestellung	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
863	Das Restaurant abends hat eine schöne kleine Karte mit sehr leckeren Gerichten	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
864	Viel zu laut und mit vielen alkoholisierten Gästen Der Lärm der Bar schallt ungebremst in fast alle Zimmer, weil diese in einem Atrium um die Bar gruppiert sind	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
865	Zimmer nach vorne zum Eingang sind auch nicht empfehlenswert, weil sich hier die rauchenden (und auch lärmenden Gäste) aufhalten Im Prinzip ist das Hotel echt prima mit schönen Zimmern, leider eine völlige Fehlkonstruktion	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
866	Ich komme sicher nicht wieder, weil ich komme zum Schlafen und nicht, um dem Lärm anderer Gäste zuzuhören	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
867	Die Zimmer sind geräumig, gut eingerichtet und am Tisch kann man auch vernünftig arbeiten wenn es nötig ist	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
868	Das Bad ist ausreichend groß und ebenfalls gut ausgestattet	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
869	Zur Entspannung steht auch ein Saunabereich zur Verfügung der allerdings sehr klein ist; somit nicht wundern wenn alle Liegen besetzt sind	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
870	Parken ist leider nur kostenpflichtig möglich; außer man hat Glück und findet in der Nebenstraße ein Plätzchen	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
871	Ein gepflegtes Hotel mit Hartboden	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
872	Super - Teppich isr sowas von out und unhygienisch	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
873	Lecker Restaurant mit Zimmerservice	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
874	Frühstück lässt keine Wünsche offen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
875	Das Hotel ist weitgehend barrierefrei	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
876	Nur die Türen für die Tiefgsrage sind schlecht alleine mit Rolli zu bewältigen	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
877	Automatische Türen wären optimal für jeden Gast	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
878	Top Rezeption , Standard Frühstück	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
879	Leider keine Übersicht/ Kontrolle beim Frühstück	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
880	Es waren Leute beim Frühstück die in sportkleidung am Buffet waren, welche die von außerhalb reinkamen(mit Rucksack) und sich bedient haben	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
881	Dem Personal war es offensichtlich egal	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
882	Das Hotel ist sehr schön und gemütlich	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
883	"Die Lage ist daher """"nicht Zentral"""" Entfernung zum Zentrum beträgt ca. 1 km"	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
884	Der Empfang war freundlichen und Höflich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
885	Das Zimmer war sehr gemütlich und sauber	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
886	Im Badezimmer gab es auch nichts zu Beanstanden	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
887	Also das perfekte Business Hotel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
888	"Das angeschlossene Restaurant """"alte Ziegelei"""" ist auch zu empfehlen!!!"	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
889	Ein schönes Businesshotel mit sehr freundlichem Empfang und Personal	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
890	Geräumige Zimmer mit guten Betten	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
891	Ein modernes Ambiente mit einladender Bar	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
892	Reichhaltiges Frühstück zur Stärkung am Morgen	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
893	Die Hotel ist verkehrstechnisch sehr gut gelegen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
894	Gutes Preis/Leistungsverhältnis und eine sehr gute Leistung	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
895	Sehr freundliches und entgegenkommendes Personal, sehr gutes Frühstück	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
896	Sehr verkehrsgünstig zur Autobahn gelegen	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
897	Gute Verbindung mit öffentlichen Verkehrsmitteln in die Stadt	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
898	modern, geräumig, komfortabel, sehr gute Autobahnanbindung, dennoch nicht zu laut	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
899	Tiefgarage mit direktem Zugang zur Rezeption Entfernung zur Altstadt ca. 4 Km	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
900	Ordentliches, ansprechendes Frühstücksbuffet	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
901	Service und Leistung sind sehr gut	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
902	Es liegt zwar etwas von der Innenstadt entfernt, dafür aber verkehrsgünstig und einigermaßen ruhig	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
903	Und zum Joggen an der Donau ist es auch nicht weit	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
904	Freundliche und engagierte Mitarbeiter, das Hotel liegt gut erreichbar bei der Anreise mit dem eigenen PKW	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
905	Die Zimmer sind sauber und gut ausgestattet	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
906	Das Frühstück ist reichhaltig und der Service freundlich und hilfsbereit	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
907	Wir waren übers Wochenende, Check in und Check out sehr angenehm, Zimmer modern, bei der Minibar die alkoholfreien Getränke inklusive, Frühstück mit großer Auswahl und gutem Service, gute Anbindung zur Autobahn, Zimmer war trotzdem ruhig gelegen	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
908	Das Hotel ist modern und super eingerichtet! Das Personal ist zuvorkommend und sehr nett! Das Frühstück ist reichhaltig und sehr lecker, vor allem die kleinen Pancakes mit Ahornsirup	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
909	Die hoteleigene Cocktailbar ist gemütlich und die Cocktails (wir hatten Cuba Libre und Cosmopolitan) waren sehr lecker! In der Stadt ist man mit dem Bus in 7 Minuten	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
910	Um das Hotel finden sich viele verschiedene Essensmöglichkeiten (Pizzeria, Subway, McDonalds)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
911	Sehr gutes Hotel und daher absolut weiter zu empfehlensehr freundliches Personal das einem immer mit einem Lächeln begegnet, super leckers Frühstück mit dem besten Filter Kaffee der Welt, sehr moderne Zimmer das vor allem sehr leise ist	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0
912	Hotel macht generell einen guten Eindruck, sieht man genauer hin muss man leider feststellen das die Sauberkeit nicht zufriedenstellend ist und einige bauliche Mängel vorliegen	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
913	Das Personal war zu jederzeit freundlich	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
914	Frühstücksbüffet sehr reichhaltig, Hotel macht einen sehr sterilen Eindruck	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
915	Nettes Business Hotel	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
916	Leider etwas weit vom Zentrum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
917	Geräumige Zimmer, Tiefgarage und gutes Frühstück	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
918	Ruhig gelegen, trotz unmittelbarer Lage an der Autobahn	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
919	Service sehr gut! Preis/ Leistung i.o.	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
920	Wir waren höchstzufrieden mit unserem Aufenthalt	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
921	Bei Ankunft erhielten wir ein Upgrade auf eine Suite; vom Feinsten! Auch ansonsten gibt es nur Lobenswertes zu berichten: Frühstück, Restaurant	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
922	Personal überaus freundlich und hilfsbereit!	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
