id,second_annotator_comment,annotation,aspect_available_without_judgement,text,model,few_shot_condtion,split
998430ac-a425-4aab-9146-d52975a85739,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war freundlich und aufmerksam.,Llama3_70B,random,3
4cda053c-5211-4450-b368-28331d0f2e33,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Ein Restaurant das nicht mehr ist was es mal war.,Llama3_70B,random,3
c4b99165-c223-47b2-a2d5-0fd7cb71130c,,"('SERVICE', 'NEGATIVE', 'Service')
",,Der Service war schlecht.,Llama3_70B,random,3
042c7ee6-bdaf-4269-9636-b6a9c97e92c9,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war sehr freundlich und bemüht.,Llama3_70B,random,3
77f05e30-d6da-45a5-8eb8-7e1512230e22,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und zuvorkommend.,Llama3_70B,random,3
4b86a4ce-e2ee-413a-b6de-d18f112a6511,,"('PRICE', 'NEUTRAL', 'Preise')
",,Die Preise sind für die angebotenen Leistungen völlig in Ordnung. ,Llama3_70B,random,3
15960a17-902f-481a-a8d2-4c82480f91eb,,"('PRICE', 'NEGATIVE', 'Serviceleistung')
",,Zu teuer für die Serviceleistung.,Llama3_70B,random,3
ff1fc431-e3be-4b26-96bd-424cc3b07f28,,"('AMBIENCE', 'POSITIVE', 'Außenbereich')
('PRICE', 'NEGATIVE', 'Preise')
",,"Der Außenbereich war schön, aber die Preise waren etwas zu hoch.",Llama3_70B,random,3
f1a5ac5e-9c2b-4e12-8a9f-59045276690a,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,Es ist ein gutes Restaurant.,Llama3_70B,random,3
dd8a1c8b-0133-492b-92d1-6c8ee3d904d5,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal war unfreundlich und hat uns nicht bedient.,Llama3_70B,random,3
c3f47505-87fa-481a-b49b-b1f194af4de4,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('FOOD', 'POSITIVE', 'Küche')
('PRICE', 'POSITIVE', 'Preisen')
",,Gutes Restaurant mit guter Küche und guten Preisen.,Llama3_70B,random,3
cae0e73d-bdcd-411b-95db-4d38ad52dcf8,,"('PRICE', 'NEUTRAL', 'Preise')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Die Preise sind für die Innenstadt okay und das Ambiente ist sehr schön.,Llama3_70B,random,3
dc6819bf-0d59-42fc-aeb3-4c59f150b969,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,"Ein Restaurant, das man kennen muss.",Llama3_70B,random,3
3940daba-a4cb-4d99-b1a4-d90b9fd607dc,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war aufmerksam.,Llama3_70B,random,3
6a7d9cf8-c062-4f3a-b668-efd3152d0f4b,,"('SERVICE', 'NEGATIVE', 'Service')
",,Der Service war schlecht. ,Llama3_70B,random,3
93ef5779-ad18-43cf-9877-b6c3eedb02c8,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Alles in allem ein angenehmer Abend.,Llama3_70B,random,3
a684c636-9254-45ad-be06-c45f69ea0827,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Ich hatte ein Tisch reserviert, die Bedienung kam erst nach 15 Minuten.",Llama3_70B,random,3
66926b79-a73d-45cc-9f80-857840caa0d6,,"('PRICE', 'NEUTRAL', 'Preise')
('FOOD', 'NEGATIVE', 'Portionen')
",,"Die Preise waren in Ordnung, aber die Portionen sehr klein.",Llama3_70B,random,3
6ef1feae-bff2-4304-9b7d-0c703eae56c0,,"('PRICE', 'NEGATIVE', 'Preis-Leistungsverhältnis')
",,Das Preis-Leistungsverhältnis ist mit dem Essen und der Bedienung nicht stimmig.,Llama3_70B,random,3
93f0e32a-1dbd-4099-a349-b8b37912d625,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre ist sehr angenehm und entspannt.,Llama3_70B,random,3
824ee5a7-f151-4a02-9d1c-506523e605e5,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,Die Bedienung war an diesem Abend nicht sehr gut.,Llama3_70B,random,3
4846e286-79a4-477a-b815-85bf5cc17694,,"('SERVICE', 'POSITIVE', 'Service')
('PRICE', 'NEUTRAL', 'Preise')
",,Der Service ist sehr gut und die Preise sind auch ok.,Llama3_70B,random,3
e21fcab4-92d9-4a26-ab22-4aaff7999f2a,,"('FOOD', 'NEUTRAL', 'Speisen')
",,Die Speisen waren in Ordnung.,Llama3_70B,random,3
1ac2b13f-4f89-4c4a-a8a3-ebe53b4f60e2,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,"Es ist nichts schief gelaufen, aber auch nicht so richtig was los.",Llama3_70B,random,3
e5379442-8758-4703-ba01-19dc71c484fe,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Wir waren enttäuscht.,Llama3_70B,random,3
ff29f4bc-63c6-4b80-b654-b81198d11424,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'LOC')
",,"Das LOC ist nicht schlecht, aber auch nicht so gut, dass man es unbedingt nochmal besuchen würde. ",Llama3_70B,random,3
7173961e-66b9-4491-b1ea-52de44a7505e,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,Das Ambiente ist nicht so toll.,Llama3_70B,random,3
dd1dfb6f-a803-4a44-bb33-6834e97af2d4,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal war auch unfreundlich.,Llama3_70B,random,3
5279a00d-32cc-426a-9aec-7a8655ede26d,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,Die Atmosphäre war eher schlecht.,Llama3_70B,random,3
414f46c7-f15e-408c-8155-4963eea00eed,,"('FOOD', 'POSITIVE', 'Speisen')
",,"Die Speisen sind gut, aber nicht sensationell.",Llama3_70B,random,3
f1c115d9-72d2-4d59-ac90-14babfc2c502,,"('PRICE', 'POSITIVE', 'Preise')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Preise sind fair und die Atmosphäre ist einladend.,Llama3_70B,random,3
ecaefc7d-dff1-4c3d-b876-53476d410799,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war sehr enttäuschend.,Llama3_70B,random,3
3cb5a95e-68d4-4a6d-9caa-7b53f9847c6b,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Es war ok. Für 2 Personen mit einer Vorspeise und einem Hauptgang sowie 4 Getränken waren wir für 70 Euro weg.,Llama3_70B,random,3
c9ae5b46-dd59-4092-84d4-8ddd3d278ddf,,"('FOOD', 'POSITIVE', 'Essen')
",✅,Das Essen war einfach nur lecker und die Portionen sehr gross.,Llama3_70B,random,3
25eec679-4a8b-4839-b207-7f685b7c18a1,,"('PRICE', 'NEGATIVE', 'Speisen')
('PRICE', 'NEGATIVE', 'Service')
",✅,Die Preise sind für die Qualität der Speisen und des Service deutlich zu hoch angesetzt.,Llama3_70B,random,3
1daf687a-ccc0-4172-900d-fe05342a7694,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Preis')
",,"Das Essen war gut, aber für den Preis hätte ich mir mehr erwartet.",Llama3_70B,random,3
55f89958-e124-448e-8a35-b8e847019483,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Preise')
",,"Das Essen war sehr gut, aber die Preise sind auch hoch.",Llama3_70B,random,3
c4220cc7-1946-4375-8b9c-82bfeaeb3c10,,"('AMBIENCE', 'CONFLICT', 'Restaurant')
",,"Das Restaurant ist zwar etwas eng, aber sehr nett eingerichtet.",Llama3_70B,random,3
7cd88d1a-5afe-495e-b26d-b636e58c76c7,,"('FOOD', 'NEGATIVE', 'Essen')
",,Das Essen war nicht gut. ,Llama3_70B,random,3
cfcb4fc3-8aca-4276-a226-2b3d6406dad8,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war sehr freundlich und aufmerksam.,Llama3_70B,random,3
bfd2b9fc-9ba5-43a9-9f0b-1adbc6e14dce,,"('PRICE', 'POSITIVE', 'Preis/Leistung')
",,Die Preis/Leistung ist hier top.,Llama3_70B,random,3
7c480f14-0afc-47e3-bdba-ce8f05f35a1f,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war sehr freundlich und zuvorkommend.,Llama3_70B,random,3
f53064da-e3e8-419a-8bdd-81f0846c8817,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal ist sehr freundlich und aufmerksam.,Llama3_70B,random,3
426fa288-b298-4204-aa2f-7119161cdfb0,,"('FOOD', 'NEGATIVE', 'Essen')
",,"Das Essen war nicht gut, ich habe es zurückgehen lassen.",Llama3_70B,random,3
6370837d-ef22-48ff-bfeb-16f8e45a39b2,,"('AMBIENCE', 'POSITIVE', 'Lokalität')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,"Die Lokalität an sich ist sehr schön, aber das Restaurant wirkt nicht einladend.",Llama3_70B,random,3
e57d446e-60f8-4428-adc3-7cb728bc255b,,"('SERVICE', 'NEUTRAL', 'Service')
",,Der Service ist okay.,Llama3_70B,random,3
86f27988-8739-497e-ae9d-275951e7197c,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,Alles in allem 3 von 5 Sternen.,Llama3_70B,random,3
fb085bf4-cfa8-4fd3-b01a-dbdee1ab5b07,,"('PRICE', 'NEGATIVE', 'NULL')
('SERVICE', 'NEGATIVE', 'Personal')
",,"Unfreundliches Personal, unverständliche Bewertungen und zu allem Überfluss auch noch eine Abzocke.",Llama3_70B,random,3
07570637-afde-4bfe-b706-5fc37206fcf8,,"('PRICE', 'POSITIVE', 'Preisleistungsverhältnis')
('SERVICE', 'NEUTRAL', 'Service')
",,Das Preisleistungsverhältnis ist sehr gut und auch der Service war okay.,Llama3_70B,random,3
d0681edf-0c8d-4df5-aae3-fe17e7016670,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich.,Llama3_70B,random,3
d4172355-f1ee-4eec-b3f7-b796fe3237b3,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'LOC')
",,Das LOC hat sehr stark nachgenommen. ,Llama3_70B,random,3
1468a1be-dc94-4cc7-a4e8-c73ff1829231,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal ist sehr freundlich und aufmerksam. ,Llama3_70B,random,3
0ea51ce7-598a-40b0-aba6-010db7839230,,"('PRICE', 'NEUTRAL', 'Kosten')
",,Die Kosten sind OK.,Llama3_70B,random,3
8ce5d54b-c06d-4191-9d92-8c48542e5102,,"('PRICE', 'NEUTRAL', 'Essens')
('PRICE', 'NEUTRAL', 'Getränke')
",,Die Preise sind für die Qualität des Essens und der Getränke in Ordnung.,Llama3_70B,random,3
6cbd0d56-562f-46ec-9c5d-e6dd6d068937,,,✅,"Einmalig ist die Speisekarte, die nicht ausgedruckt sondern per QR-Code auf dem Handy abgerufen wird.",Llama3_70B,random,3
80a70059-eacf-4c16-b3b7-f79046a3a889,,"('SERVICE', 'POSITIVE', 'Kellnerin')
('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Die Kellnerin war freundlich und aufmerksam, aber die Bedienung dauerte lange. ",Llama3_70B,random,3
3540f538-c2cb-418d-8b42-dc76a7cd1dc9,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war freundlich und zuvorkommend.,Llama3_70B,random,3
d2029cec-22b0-409a-bc80-5f3ab35276a1,,"('FOOD', 'NEUTRAL', 'Essen')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Das Essen war ganz ok, aber das Ambiente ist nicht schön.",Llama3_70B,random,3
63fac9b0-5e8c-49cf-910a-0780bab27525,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise sind im Vergleich zu anderen Restaurants hier in der Gegend eher hoch.,Llama3_70B,random,3
836afd27-2952-4c89-8039-3ed1d3d682e3,,"('SERVICE', 'POSITIVE', 'Personal')
('FOOD', 'POSITIVE', 'Essen')
",,Das Personal war sehr freundlich und das Essen schmeckte sehr gut.,Llama3_70B,random,3
337e8bae-da31-463e-b786-c1aba478c6e7,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war sehr freundlich und zuvorkommend.,Llama3_70B,random,3
8b7de2ca-0456-426f-b2d4-9cbadce959f7,,"('FOOD', 'POSITIVE', 'Speisen')
('PRICE', 'POSITIVE', 'Preise')
",,Die Speisen waren sehr gut und die Preise angemessen.,Llama3_70B,random,3
5a243c63-bc26-4170-962d-0fd9c6c2ccb7,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und aufmerksam. ,Llama3_70B,random,3
d0fff015-f922-413d-b304-c8b66bdd89be,,"('SERVICE', 'NEGATIVE', 'Service')
('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,"Der Service könnte besser sein, aber ansonsten ist das Restaurant sehr zu empfehlen.",Llama3_70B,random,3
25c9d859-b3a1-453a-b7bc-932a8dc08fe1,,"('PRICE', 'NEUTRAL', 'Preise')
('FOOD', 'NEGATIVE', 'Essen')
",,"Die Preise sind okay, aber das Essen ist schlecht.",Llama3_70B,random,3
890156e4-2637-48ea-829b-2aaa90f6f730,,,✅,Die Lokalität war sehr gut besucht.,Llama3_70B,random,3
ef165b31-1ef9-4012-9b32-35c061f29430,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war freundlich.,Llama3_70B,random,3
3edf5d38-bbb8-4d96-876c-8bbead536180,,"('PRICE', 'POSITIVE', 'Preise')
",,Die Preise sind für die Lage und die Qualität sehr gut. ,Llama3_70B,random,3
fae5f8a4-5de6-476e-a1a5-bfcde617b4b2,,"('SERVICE', 'POSITIVE', 'Service')
",,Der Service war sehr freundlich und hilfsbereit.,Llama3_70B,random,3
1f74b423-a350-4f0a-8603-81f450daba91,,"('FOOD', 'NEGATIVE', 'Essen')
",,"Das Essen war nicht so gut, dass es uns den Weg nochmal wert wäre.",Llama3_70B,random,3
fd3d15d6-9f64-4f2c-9e52-08d5238edf92,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Gut für einen ‚zünftigen‘ Wirtshausbesuch in extrem bayrischer Atmosphäre.,Llama3_70B,random,3
ec21b738-8add-4690-a55e-62319820d9a7,,"('FOOD', 'NEGATIVE', 'Essen')
",,Ich war sehr enttäuscht über das Essen. ,Llama3_70B,random,3
b8758cd6-babd-4cdf-842a-321ef2b20a84,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war lecker.,Llama3_70B,random,3
ac5e8859-2b50-46e2-a725-ef0b26315620,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war freundlich und schnell.,Llama3_70B,random,3
7e795f17-1307-4129-a6c0-1b1fb86574fc,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,"Das war das letzte mal, dass wir in diesem Restaurant waren.",Llama3_70B,random,3
f8cfd1c1-5624-4e26-9d02-202626eb7b9d,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'Restaurant')
('FOOD', 'NEGATIVE', 'Essen')
('PRICE', 'NEGATIVE', 'Preise')
",,"Das Restaurant ist ganz ok, aber das Essen und die Preise sind schon etwas an der Obergrenze.",Llama3_70B,random,3
428753ce-e054-44e1-a68f-aae291691702,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Die Bedienung war freundlich und aufmerksam.,Llama3_70B,random,3
56af25e4-4329-4f43-b4a4-b47a8dde1834,,"('FOOD', 'POSITIVE', 'Essen')
('PRICE', 'POSITIVE', 'Preis-Leistung')
",,"Lecker Essen, gute Preis-Leistung",Llama3_70B,random,3
67a9e171-6659-4961-ba4c-e27ec40c8a7c,,"('PRICE', 'POSITIVE', 'Preise')
('FOOD', 'POSITIVE', 'Essen')
",,Die Preise sind sehr günstig und das Essen ist gut.,Llama3_70B,random,3
4ff5fcb9-edf0-41a6-81eb-00aa4b09d194,,"('AMBIENCE', 'NEGATIVE', 'Lautstärke')
",,Die Lautstärke war nicht angenehm.,Llama3_70B,random,3
a3248c80-d3bf-4664-9581-ab9242023161,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,"Ein schöner Abend, der uns sehr gut gefallen hat.",Llama3_70B,random,3
57d79b08-22a8-44f0-a558-d1ace90b4a05,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Die Atmosphäre ist sehr schön und entspannend.,Llama3_70B,random,3
1214c8c8-82f2-4df0-983d-45b0c8a37853,,"('FOOD', 'NEUTRAL', 'Essen')
",,Das Essen war ok.,Llama3_70B,random,3
8de07bde-1463-4499-8e02-3fe423f1c18b,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir waren sehr zufrieden und kommen gerne wieder.,Llama3_70B,random,4
73c4457e-4fa1-4633-baef-bc87a62900d2,,"('FOOD', 'POSITIVE', 'Speisen')
('FOOD', 'POSITIVE', 'Portionen')
",,Die Speisen sind sehr gut und die Portionen sind groß.,Llama3_70B,random,4
d055679c-1384-4f5e-b31b-c47255be8299,,"('AMBIENCE', 'POSITIVE', 'Außenbereich')
('SERVICE', 'POSITIVE', 'Bedienung')
",,"Der Außenbereich ist sehr schön, die Bedienung war nett und freundlich. ",Llama3_70B,random,4
ef8c6067-b241-4bde-941c-315c9e50fd9e,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Sehr gut!,Llama3_70B,random,4
35cd704a-57ff-4536-a365-c596453db07c,,"('SERVICE', 'POSITIVE', 'Bedienung')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('PRICE', 'NEGATIVE', 'Essens')
",,"Die Bedienung war sehr freundlich, das Ambiente ist modern und angenehm, die Preise sind für die Qualität des Essens etwas zu hoch angesetzt. ",Llama3_70B,random,4
72a1d89e-b78d-4c70-9426-fe95b1646d6d,,"('SERVICE', 'POSITIVE', 'Service')
('PRICE', 'POSITIVE', 'Preisgestaltung')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Wir waren sehr zufrieden mit dem Service, der Preisgestaltung und der Atmosphäre. ",Llama3_70B,random,4
d684c190-7875-486d-a41c-b410e7b307ba,,"('PRICE', 'POSITIVE', 'Preise')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,"Die Preise sind akzeptabel, das Ambiente ist sehr gut.",Llama3_70B,random,4
020afd82-f509-46e0-a301-3fc2c557566e,,"('FOOD', 'POSITIVE', 'Essen')
('SERVICE', 'NEGATIVE', 'Service')
('PRICE', 'NEGATIVE', 'Preise')
",,"Das Essen war gut, aber der Service war schlecht und die Preise waren zu hoch.",Llama3_70B,random,4
d60841f4-c4f1-4d94-81bb-96414d6c4741,,"('FOOD', 'POSITIVE', 'Rinderbraten')
",,Der Rinderbraten war sehr lecker.,Llama3_70B,random,4
b63a7f8a-46a1-42f0-98ef-5e00301f4340,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war gut.,Llama3_70B,random,4
7093dbf6-eff8-4030-bf32-fc1fbb958583,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,Wirklich ein sehr schönes Restaurant!,Llama3_70B,random,4
754e8c8d-ba26-49ed-9b3c-4acd2098c734,,"('SERVICE', 'NEGATIVE', 'Kellnerin')
('SERVICE', 'NEGATIVE', 'Bedienung')
",,Die Kellnerin war unfreundlich und die Bedienung sehr langsam.,Llama3_70B,random,4
3850211c-67c2-4546-8804-6184a9fe400a,,"('AMBIENCE', 'POSITIVE', 'Aussicht')
('PRICE', 'POSITIVE', 'Preise')
",,Die Aussicht ist natürlich auch nicht schlecht und die Preise sind im Vergleich zu anderen Lokalen in dieser Lage sehr fair.,Llama3_70B,random,4
9993d5e7-935d-4f17-85fc-ad825baf9776,,"('SERVICE', 'NEGATIVE', 'Personal')
('PRICE', 'NEGATIVE', 'Preise')
",,Das Personal war unfreundlich und die Preise sind für ein Dönerhaus viel zu hoch. ,Llama3_70B,random,4
4b2e903d-137d-4852-adf8-51360e85b535,,"('FOOD', 'NEGATIVE', 'Essen')
('SERVICE', 'NEGATIVE', 'Service')
",,"Das Essen war schlecht, der Service miserabel. ",Llama3_70B,random,4
54dbfc90-2921-4d5d-a8b4-de76b787c8d4,,"('AMBIENCE', 'NEGATIVE', 'Lautstärke')
",,Die Lautstärke im Restaurant ist viel zu hoch.,Llama3_70B,random,4
19dfd387-97d9-4d0f-8e2b-166210f2751c,,"('AMBIENCE', 'POSITIVE', 'Lokalität')
('AMBIENCE', 'POSITIVE', 'Blick auf die Alster')
",,Die Lokalität ist sehr schön und der Blick auf die Alster einzigartig.,Llama3_70B,random,4
8cc00ae6-1fb9-4ecb-88a1-56000277d70c,,"('SERVICE', 'NEUTRAL', 'Service')
",,Der Service war OK.,Llama3_70B,random,4
3dc42a5b-7004-4433-8553-951cc597db05,,"('FOOD', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Portionen')
",,Es war alles sehr lecker und die Portionen waren auch ausreichend groß.,Llama3_70B,random,4
f4c7243b-dca5-4fec-807b-7d3f3e3059a8,,"('FOOD', 'NEUTRAL', 'Essen')
",,Das Essen war soweit ok.,Llama3_70B,random,4
3a553f2d-8427-46e5-8a8d-988a415d51c2,,"('FOOD', 'POSITIVE', 'Speisen')
",,Die Speisen sind sehr gut.,Llama3_70B,random,4
fd1ee572-a0e5-408b-b28b-086dbf1bafc9,,"('FOOD', 'POSITIVE', 'Menü')
",,Das Menü ist recht umfangreich.,Llama3_70B,random,4
8949ebf4-5250-4db7-8656-901b654658b8,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('FOOD', 'POSITIVE', 'Speisen')
",,Das Ambiente ist sehr angenehm und die Speisen sind gut.,Llama3_70B,random,4
96675842-b512-46c1-95e7-4813f38fc559,,"('FOOD', 'NEGATIVE', 'Speisen')
('FOOD', 'NEUTRAL', 'Getränke')
('SERVICE', 'POSITIVE', 'Service')
",,"Die Speisen waren nicht besonders, die Getränke ok und der Service war gut.",Llama3_70B,random,4
4eac069f-da70-45e4-b345-7bd9eae1ec22,,"('FOOD', 'NEGATIVE', 'Speisen')
",,"Wir haben die Speisen zurückgehen lassen, da diese leider ungenießbar waren.",Llama3_70B,random,4
d911b815-5762-4262-bd5d-54b31a508096,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Schnaps')
('FOOD', 'POSITIVE', 'Bier')
('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,"Der Eindruck war sehr gut, es gab einen leckeren Schnaps, das Bier ist auch gut und ich würde wieder in dieses Restaurant gehen.",Llama3_70B,random,4
a8b4aab0-b787-4fc3-8715-ea023f485142,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
('AMBIENCE', 'POSITIVE', 'Terrasse')
",,Sehr schönes Ambiente mit toller Terrasse.,Llama3_70B,random,4
74800fa4-5bbc-4223-afc3-39d81b766a6e,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('AMBIENCE', 'POSITIVE', 'Restaurant')
('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,"Das Restaurant ist sehr schön und modern eingerichtet, doch das Ambiente war für mich zu laut.",Llama3_70B,random,4
9b9dbac4-f0f5-4797-a0e9-6c47711475d1,,"('FOOD', 'NEUTRAL', 'Speisen')
",,Die Speisen sind durchschnittlich.,Llama3_70B,random,4
4b4487e9-dd23-47d3-913b-ca75db3fe2d4,,"('FOOD', 'POSITIVE', 'Fische')
('FOOD', 'NEGATIVE', 'Garnituren')
",,"Die Fische waren auch gut, die Garnituren aber sehr gewöhnlich und nicht besonders lecker.",Llama3_70B,random,4
d78ed0fe-fc6a-47e9-8848-3eeab1353b04,,"('PRICE', 'NEGATIVE', 'Steak')
",,"Und der Preis von 19€ für das Steak, welches ich dann bekommen habe, ist eindeutig zu hoch.",Llama3_70B,random,4
fb1567a4-518f-4417-8906-e139571599d4,,,,Das Essen war nicht gut und das Ambiente auch nicht.,Llama3_70B,random,4
e2c723e6-ad34-4f18-a597-65872276d33b,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Restaurant')
",,Das Restaurant hat uns nicht überzeugt.,Llama3_70B,random,4
7e025a11-8014-4ee4-9060-acc219d6574f,,"('SERVICE', 'POSITIVE', 'Lieferservice')
",,Ein guter Lieferservice.,Llama3_70B,random,4
62ac0f7e-efa6-477e-a208-14063501de2b,,"('FOOD', 'NEGATIVE', 'Suppe')
",,Die Suppe war kalt.,Llama3_70B,random,4
b2042f7a-e4e9-4d62-b8b6-ec9117890af4,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
('PRICE', 'POSITIVE', 'Preis-Leistungsverhältnis')
",,"Ein sehr gutes Restaurant, bei dem das Preis-Leistungsverhältnis stimmt.",Llama3_70B,random,4
17c85349-7475-4a40-8b21-c59d857ddbd7,,"('AMBIENCE', 'NEGATIVE', 'NULL')
('SERVICE', 'NEGATIVE', 'Service')
",,Wir waren von dem Service nicht begeistert und haben uns auch nicht wohl gefühlt.,Llama3_70B,random,4
a3e53335-4ecb-4827-8f6a-3219564ed378,,"('PRICE', 'NEGATIVE', 'Preis')
",,Der Preis ist für das Angebot zu hoch.,Llama3_70B,random,4
1086ee2a-b385-4f7c-ad3c-010826385496,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Wir gehen nie wieder hin.,Llama3_70B,random,4
1d769081-efd1-4ed7-a21c-7b918d10f9bc,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Das Personal war sehr unorganisiert und hat uns nicht bedient.,Llama3_70B,random,4
77b2afde-0187-4809-92be-6b72cd52c0b7,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war sehr freundlich und zuvorkommend.,Llama3_70B,random,4
f59ba76e-7ea9-4700-b05e-d29652b53d3c,,,,Das Essen war schlecht.,Llama3_70B,random,4
e5ded56c-e81b-4bfb-8bed-1a63e4331d52,,"('FOOD', 'POSITIVE', 'Essen')
('GENERAL-IMPRESSION', 'NEGATIVE', 'Lokalität')
",,"Das Essen war sehr gut, aber die Lokalität ist eher eine Bierhalle und nicht ein Restaurant.",Llama3_70B,random,4
f44e7e94-6c68-4105-9ac0-6d51ce6281a2,,"('FOOD', 'POSITIVE', 'Essen')
",,"Das Essen ist gut, aber nicht herausragend.",Llama3_70B,random,4
b2d2cc00-6e09-41d4-886d-dc323d61c0c2,,"('FOOD', 'NEUTRAL', 'Salat')
",,Der Salat war ok.,Llama3_70B,random,4
eb3dde87-6530-4034-ac5d-f483ebf966dd,,"('PRICE', 'POSITIVE', 'Preisleistungsverhältnis')
",,Das Preisleistungsverhältnis ist für die Gegend sehr gut.,Llama3_70B,random,4
e7e3687b-f31a-4efc-825c-b4757cc21ce1,,"('PRICE', 'NEUTRAL', 'Preise')
",,"Die Preise sind für München durchaus in Ordnung, aber nicht gerade günstig.",Llama3_70B,random,4
d515fa6a-5d13-45dc-881c-313f538dc580,,"('PRICE', 'NEUTRAL', 'Preisleistungsverhältnis')
('FOOD', 'POSITIVE', 'Portionen')
",,"Das Preisleistungsverhältnis ist ok, da die Portionen groß sind.",Llama3_70B,random,4
ea20d897-4a9c-4792-85e2-58d83f2024a6,,"('AMBIENCE', 'NEGATIVE', 'Ambiente')
",,Das Ambiente ist nicht gerade gemütlich.,Llama3_70B,random,4
6b021a13-3be9-413d-9794-3ab7e86bbb34,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Lokalität')
",,Die Lokalität ist nicht sehr einladend.,Llama3_70B,random,4
