id,second_annotator_comment,annotation,aspect_available_without_judgement,text
fc9dbb6e-e480-4d33-ad6e-ba2f7cdbe158,,,,In Wirk-lichkeit kommt es aus einem Industrietank im Keller per langer Leitung in eine Fassatrappe.
d25000bd-64a7-41f2-877f-5fd3475069aa,,"('FOOD', 'POSITIVE', 'Zutaten für den Salat')
",,Die Zutaten für den Salat sind auf keinen Fall frisch.
3d03ee90-f668-4047-ad6c-38ec1e3b7fc3,,,✅,"Nun, hoffen wir mal, jetzt wo LOC vorbei ist und die Kundschaft wieder reinströmt, dass man in den nächsten Monaten genug Umsatz und Gewinn macht, um danach wieder zu alten Tugenden zurückkehren."
252e7ca7-745c-4d7e-b788-70ebf19af340,,"('SERVICE', 'POSITIVE', 'NULL')
",,Wir haben draußen gesessen und wurde sehr freundlich bedient.
ab4391a8-62ea-4611-be67-7fdc19b90311,,"('SERVICE', 'POSITIVE', 'Tiho')
",,"Tiho, der Beste, hat uns bedient, super freundlich, zuvorkommend und hat uns jeden Wunsch von den Augen abgelesen."
99423a63-5a55-4a74-8ce8-6d3c82a96983,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Schade!
06113729-5d1e-49bb-b734-1ca778d41a7e,,"('PRICE', 'NEGATIVE', 'Weinpreise')
",✅,Absolut überzogen sind die Weinpreise -für ein 0.2 Glas zwischen 6 und 12 !
611cb08a-e511-4824-ab8e-9ce88ad47f5a,,"('SERVICE', 'POSITIVE', 'Bedienung')
",✅,"Bedienung klasse, Essen und Getränke kamen zügig."
c964cd09-8803-4e84-be1e-98bb34801b96,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",,"2 Etagen und jeder Stuhl belegt, was die Atmosphäre leider sehr laut und unruhig machte."
ffcc4ed5-0430-42ac-9b47-6ca53e0b3bd5,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen war mehr als köstlich.
96ef06d0-fdd0-418c-834f-8fb72ca80f47,,,,Für unser jährliches Kirchweihessen mit der Familie (6 Personen + Kleinkind) wollten wir diesmal in der LOC bleiben.
62ac3ed9-4136-4cd8-8ce1-c84d489cd190,,,✅,"Auf die Bemerkung: ihr müsst Euch aber mit der Bestellung beeilen, ihr habt nur noch 20 Minuten, erwiderte ich, wir könnten sofort bestellen, wurde gesagt, oh, dann kleinen Moment und das Gerät zur Bestellung musste erst geholt werden."
f8bfa85a-9728-41f0-a71d-3941d07359ed,,"('SERVICE', 'CONFLICT', 'Bedienung')
",,"Bedienung zunächst freundlich und aufmerksam, später aber recht anteilnahmslos."
a1fecbec-1e02-4741-a6d9-b090639f2c14,,,✅,"Wir hatten u.a. die Tomatensuppe, einen Salst, die Pilze und Nudeln."
2250da46-8b04-4db6-8a0b-7dbacc971e25,,"('AMBIENCE', 'POSITIVE', 'Plätze')
",,Die schönsten Plätze sind draußen an den Mauern der Kirche!
4934e313-7dd3-4e79-83f1-5b7bbae9d606,,"('PRICE', 'NEGATIVE', 'Preise')
",,Völlig überzogene Preise.
ff587934-16b5-4d1d-8563-9f247f9d2c5d,,,,LOC ist das LOC gut.
6240c7e5-a863-4edc-bacc-55ccef1d7079,,"('FOOD', 'NEGATIVE', 'NULL')
('FOOD', 'NEGATIVE', 'Gericht')
",,Leider mit den gleichen Mängel wie bei reklamieren Gericht.
877754ff-8903-4ae9-a983-8542a92b7735,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,"Muss nicht sein, kann aber."
9e67a72b-70c4-4d8b-a7cc-e1925ca4b76b,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,Das Gasthaus RESTAURANT_NAME ist egal zu welchem Anlass ein passendes Restaurant.
452bee6e-00c3-488e-ae7a-f1fe63ca12c8,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('PRICE', 'NEGATIVE', 'NULL')
",,Viel zu teuer und dafür nichtmal sehr gut.
646ae993-851a-41a0-ba40-1f4762ce8919,,,✅,Mit Begrüssung könnte man die Gäste an den Tisch begleiten und die Menukarten direkt dort lassen.
5c45a036-b52c-47a2-9739-b5e33f1fd98f,,,,"Sehr schade, ewnn man sich auf ein Gericht der Tageskarte freut, das es aus nicht erfindlichen Gründen an unserem Tisch nicht gibt."
5b97c9c2-6bdd-4abd-bca1-50c449f2c44c,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Lokal')
",,Ich würde das Lokal wieder empfehlen.
56ed8ccd-a812-43d5-85c3-5e6fce87b1ee,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Was für ein Mittagstisch!
676e24b3-4d13-4aaf-8c5c-b8b85a8bb23b,,,✅,Am Ende waren die Getränke doppelt auf der Rechnung.
e556c714-56be-43e9-97b4-3115387fcc90,,"('AMBIENCE', 'NEGATIVE', 'Einrichtung')
('AMBIENCE', 'NEGATIVE', 'Abstand zwischen den Tischen')
",,Im 1.OG ist die Einrichtung sehr ungemütlich und viel zu wenig Abstand zwischen den Tischen.
af7413d2-a000-4c8e-836d-dc39aa9ddeeb,,"('FOOD', 'NEGATIVE', 'Portion')
",,"LOC mit Salat 15,50 Euro - sorry aber die Portion war so wenig, das geht gar nicht !"
47a5892f-3584-4648-aec6-7c2e3a4cb4cd,,"('FOOD', 'NEGATIVE', 'Deko')
('FOOD', 'NEGATIVE', 'Essen')
('FOOD', 'NEGATIVE', 'Rindertartar')
",✅,"Das Essen ist mit sehr viel Deko streckenweise stark überlastet, was leider beim Rindertartar dazu führte, dass das Fleisch geschmacklich komplett unter Perlzwiebeln, Sauce und Sprossen unterging."
4e2174b3-cad1-4a20-8c08-40e046c0df92,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Unsere Bedienung Herr LOC hatte uns wunderbar beraten über verschiedenste Schnitte und Zubereitung.
d57f8996-6f4f-4103-8cf5-e3ad2f2225a2,,,,Es war kein Schild auf dem Tisch zu sehen.
5a11a4b0-94af-4c05-a4f7-e018d64dcaa8,,"('PRICE', 'NEGATIVE', 'Preisen')
('SERVICE', 'POSITIVE', 'Platz-Zuweisung')
('AMBIENCE', 'NEGATIVE', 'RESTAURANT_NAME')
",,"Dafür ohne Reservierung im überfüllten RESTAURANT_NAME trotzdem eine angenehme Platz-Zuweisung vor Ort,naja,bei DEN Preisen…"
b83c1fac-b6a4-4d68-993d-174224c0d385,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Nicht gepasst hat, dass eine halbe Schweinshaxe 16€ kostet und ein Wurstsalat von ca."
1c7c030b-a99d-48cc-b299-9c6cd72a7e23,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Ein schönes kleines Brauhaus in LOC mit einer netten Atmosphäre, leckeren Speisen und gutem Bier.Es lohnt sich dort einzukehren."
85035337-0b26-4b3a-baa7-65f71ceb533e,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,alles in einem einfach für jeden und immer wieder gern zu empfehlen!!!!
c2d12410-2faf-4cf7-9221-12b609c30a7e,,,✅,"Wenn ein Busfahrer 31 zahlende Gäste bringt, bekommt er noch nicht einmal sein Essen gratis, wie es sich normalerweise üblich ist."
1e1ca7c0-cbc3-4696-9f79-75e796f7a583,,"('SERVICE', 'POSITIVE', 'NULL')
",✅,"Leider bekamen wir lediglich ein Schnitzel mit BK/Salat und das dauerte fast weitere 30 Minuten, da waren wir schon ein bisschen sauer."
23baa2b2-f7c1-4187-a345-ed20cdd1b56d,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'Betrieb')
",,"Wie kann ein Betrieb der uns immer gut gefallen hat, so schnell 3 klassig werden."
8b2996d3-e643-41fa-8a5f-500ae512ab83,,,✅,Mayo und Ketchup kosten zusätzlich.
ab5e42aa-1759-4c58-affd-09586fd03c26,,"('SERVICE', 'POSITIVE', 'Wirt')
",,"Der Wirt ist ein griechischer Gastwirt aus dem Bilderbuch, freundlich und charmant um das Wohl seiner Gäste sorgend."
7d8f623e-807a-4c86-b2af-5b704ebe98fb,,,✅,"Ich bin eine Leipzigerin, war noch nie in diesem Kaffee."
e9270636-0c96-4e1e-8760-db66930c19c4,,"('FOOD', 'NEUTRAL', 'Zaziki')
",,"Vorspeise Zaziki, lecker, aber nichts besonderes."
a63ba46d-195e-4c17-96ab-a72220e1133e,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Während in der Fußgängerzone in der LOC sich täglich ein Touristenstrom bewegt herrscht im LOC des Augustinber eine Ruhe und man kann das Essen genießen.Ich habe neben einem Augustiner Hell für ""Tellerfleisch nach Münchner Art"" mit frischem geriebenem Meerrettich, Wurzelgemüse und Kartoffelsalat gewählt."
9efdea7b-996a-4fbe-bd66-af5e8ffdcb24,,"('SERVICE', 'POSITIVE', 'NULL')
",,Die Getränke kamen prompt und das Essen war auch nach einer angemessenen Zeit fertig.
e91d58be-a7bd-4db8-8a71-2a201d580578,,"('SERVICE', 'POSITIVE', 'Susane')
",,"Dank an Susane, die uns sehr charmant durch den Abend begleitete."
ea409086-5798-48b3-8119-99b83887b6a2,,"('PRICE', 'NEGATIVE', 'Preise')
",,Die Preise waren die gleichen wie früher: schade!
a54e0003-5d21-4496-b133-ede3d9526b09,,"('AMBIENCE', 'NEGATIVE', 'Atmosphäre')
",✅,Das Restaurant ist LOC und die Atmosphäre gleicht eher fast food als vera cucina italiana!
b32c4448-9959-4f8c-ab17-3d9a98bdcc3a,,"('SERVICE', 'NEGATIVE', 'Empfang')
",,"Davon wusste der Empfang allerdings nichts und reagierte sehr unwirsch, am Ende hat es aber geklappt."
237d519b-d0e9-48fe-a385-0c11001f74ac,,"('SERVICE', 'POSITIVE', 'Andrea')
",,Unsere Bedienung Andrea war super.
ea73c25b-cf61-4e5f-baba-9f3f76d2c4ca,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Ein rund im gelungenen Abend
de9254e3-1b20-40f6-aefe-6ac8916d26a0,,,✅,"Kein Brot ""aufs Haus"", das kostet 3.90."
faad8bae-a9e5-40d5-945c-2a02aeb3372b,,"('SERVICE', 'CONFLICT', 'Bedienung')
",,"Nette, aber sehr nervige Bedienung."
50ed450f-5f6a-46d5-9e61-fec5c0442102,,"('FOOD', 'NEGATIVE', 'Lamm')
('FOOD', 'NEGATIVE', 'Kalbsschnitzel')
",,Leider war das Lamm wieder durch obwohl Rare bestellt da Kalbsschnitzel war das Fleisch von schlechter Qualität?
59562fc3-e4c5-459b-9101-e4c1ff4a2212,,"('AMBIENCE', 'POSITIVE', 'Lokal')
",,Lokal außergewöhnlich und interessant ausgestattet.
f7020a36-158b-4c86-bb5b-600013bce399,,"('AMBIENCE', 'POSITIVE', 'Toiletten')
",,Die Toiletten waren sehr sauber.
577bdb1b-fa57-4483-af82-f169b4d57be0,,"('FOOD', 'NEGATIVE', 'Gamba')
",,Die Gamba waren kalt und kaum aus der Schale zu lösen.
bf1de656-e113-4e01-a8c4-8a2deea89b1a,,,,"- Die Erinnerung an meine Studentenzeit in den 60er Jahren hat mich immer wieder in den Kleinen Kiepenkerl geführt, das ist jetzt vorbei."
3afa06c6-2ddb-4e1f-b0b9-8be23654dd62,,,✅,Ich hatte Currywurst mit Pommes.
f8df0395-c2a5-4da0-9a83-83b493b8132a,Müsten das nicht eig. 2 Sätze sein? Hier wurde scheinbar der Punkt vergessen. ✅,"('SERVICE', 'POSITIVE', 'NULL')
('FOOD', 'NEUTRAL', 'Bier')
",,Man wird schnell bedientDas Bier ist trinkbar.
bbd13cee-6363-40b1-a2db-ea0ba49c6bae,,"('SERVICE', 'POSITIVE', 'Persönlichkeit')
",✅,"Ein wirklich großes Café, dass durch Persönlichkeit glänzt."
cffac18d-3659-4c22-aa55-3a26b082ec1b,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen gegenüber im LOC war hervorragend.
3bd80dd0-3f74-445d-a7bc-6e7dd60e02c0,,"('FOOD', 'NEGATIVE', 'Essen')
",,Ich fand das Essen sehr eklig es hat garnicht geschmeckt .
32e5c7ee-d1a9-44ab-a555-0a8187dcdc83,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,Alles in allem 3 von 5 Sternen.
b58c5f5d-549d-4076-a4c8-9a201ffd74bd,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Wir hatten einen Kochkurs mit Freunden gebucht.Dieser fand in der ersten Etage in einer Tech Küche mit super Ambiente statt.Der Chef hat uns super angeleitet und einige praktische Tips für uns.
bc0027f2-9256-4275-a632-9579f1c74cd6,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir kommen gerne wieder.
71a46bef-7bd1-4ece-aa2a-26ef74543602,,,✅,Zudem noch vermutlich Pilze aus der Dose?
a8de6646-d86a-4c67-a2fb-9b2ee2d98a29,,,✅,"Auf Rückfrage wurde uns dann erläutert, dass 30 €LOC ausschließlich für 2 Personen gelten."
48ac39d4-e42d-4e2b-a26a-2d248636c9ac,,,✅,Ich habe in besseren Restaurants gegessen.
6be03151-3375-4635-a43a-bfc5a4c76c9e,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Sehr zu empfehlen.
a22203cd-fdb3-4376-8a9a-4662cd9d9443,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Muss man wiederholen.
a7349277-2e18-4661-af62-cf403c6453c3,,"('FOOD', 'POSITIVE', 'Küche')
('FOOD', 'POSITIVE', 'Augustiner -Bier')
",,"Meinen Vorrednern kann ich mich dahingehend anschließen, dass die bayerische Küche gut und das Augustiner -Bier sehr gepflegt ist."
e18251df-d607-430d-8376-52ebedfb6b8e,,"('SERVICE', 'POSITIVE', 'Wartezeit')
",,Immerhin keine lange Wartezeit.
eea267da-2d41-4d8b-a467-482d8b9b1341,,,✅,"Einziger Unterschied der beiden Gerichte, das in der LOC Rindfleisch, Kirschtomaten und Brokoli sind."
505222c1-cabe-47a6-b1c0-7bec7a424968,,,✅,Wir waren hier zum Abendessen.
fce7796f-9025-4592-a9a7-780214d1013b,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,Das Restaurant RESTAURANT_NAME in LOC begeisterte uns bei unserem Besuch mit 4 Erwachsenen und 2 Kindern.
193e7fdb-2b2f-43e9-b46d-05a770aa6be9,,"('AMBIENCE', 'POSITIVE', 'Aussicht')
",,Wenn da nicht die traumhafte Aussicht wäre …
27792863-527a-4116-b61c-a73dbe2d9580,,"('FOOD', 'POSITIVE', 'Vorspeise')
",,Vorspeise gut.
bfcebc0d-76b9-46cd-8045-8667584834c2,,"('AMBIENCE', 'POSITIVE', 'Livemusik')
",,Insbesondere die Livemusik macht das Ganze zu einer tollen Erfahrung.
6dc6e372-a851-4414-841f-eb2a938051d7,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('SERVICE', 'POSITIVE', 'Kellner')
('FOOD', 'POSITIVE', 'Essen')
",,"Ich hatte am 10.07.2023 meinen Geburtstag in der RESTAURANT_NAME gefeiert, die Kellner waren sehr aufmerksam und das Essen ein Traum, ich kann es nur weiterempfehlen."
ff16c767-17ff-42f9-b49b-b5ecb1f02699,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir hatten zwei wunderschöne Abende und alles hat gepasst.
1501a796-67f3-433b-b412-8f4238ffe81c,,"('SERVICE', 'POSITIVE', 'Kellnerin')
('FOOD', 'POSITIVE', 'Schokolade')
",,Beim ersten Mal nette Kellnerin und lecker Schokolade.
2a4f1ea4-6b6c-42ac-94ab-f09e734184b3,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Auerbachs Keller ein Muss.....NEIN!!!
8eb927de-4e2b-4f72-8973-b435eb6ca8cf,,"('AMBIENCE', 'NEGATIVE', 'NULL')
",,Wir fühlten uns sehr gestört und unwohl.
483db5d8-b35f-4fac-b795-74badcfe12e6,,"('FOOD', 'POSITIVE', 'NULL')
",,Ein rundum leckerer Abend.
dc4e1fea-2a73-4dbc-81de-42b0632c9524,,"('FOOD', 'POSITIVE', 'Tischbuffet')
",,Das Tischbuffet wird immer nach Wunsch zubereitet und schmeckt wunderbar.
6f4a0ff3-5493-4e15-813a-b21007796df8,,"('SERVICE', 'NEGATIVE', 'Reservierung')
",,Das man an so einem besonderen Tag keine Reservierung entgegennimmt ist schon beschämend.
3e63cf20-1f40-4714-9865-3f0d871cdca5,,"('AMBIENCE', 'NEGATIVE', 'NULL')
('AMBIENCE', 'NEGATIVE', 'NULL')
",,"Man sitzt sehr eng an kleinen Tischchen, von den Teelichtern auf jedem Tisch war trotz Dunkelheit kein einziges angezündet."
2da0857a-c086-41bb-9517-22fee5df8cf0,,,✅,Wir hofften auf etwas heimatliche Atmosphäre und gingen in den Augustiner am LOC.
b5855f59-2061-43b4-b494-175469c42ca4,,,,Montag bis Freitag gibt es von 11 bis 15 Uhr einen Mittagstisch.
48b47f1f-d4ac-4b43-a39d-ab5559fafd3d,,"('AMBIENCE', 'POSITIVE', 'Restaurant')
('FOOD', 'POSITIVE', 'Beilagen')
",✅,Gemütliches und heimeliges Restaurant mit Fleischvariationen und köstlichen Beilagen.
c0849f79-c9cd-44c0-8916-4c8bc23130e5,,,,Wie geht das ?
fb7edbba-64a5-41d3-bb2e-65afc6495dca,,,✅,Offensichtlich wird damit das Geld verdient.
c7671737-275d-4b1d-893a-5d97ee1b7825,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,ein wirklich tolles Restaurant.
5d8b0459-aa8a-4d99-930c-8ac5a7c1d19f,,"('FOOD', 'POSITIVE', 'NULL')
",,Frisch gezapft natürlich klasse.
9d7ecdda-b50a-4184-b252-41c76db38faa,,"('FOOD', 'CONFLICT', 'Essen')
",,"Das Essen war lecker, guter Standard - aber nichts außergewöhnliches."
93bcff7b-8778-452a-bca0-f3f27e351803,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Ich finde es unakzeptabel, dass ich für eine derart minderwertige Qualität so viel bezahlen musste.Aufgrund dieser Erfahrung kann ich das Restaurant LOC leider nicht weiterempfehlen."
78bf5097-7884-41c5-8ab2-94756c6653df,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Wirklich nicht gut.
157a7a2d-6cf4-4d90-99a4-7e6a46bb3ade,,,✅,"Zeit unser Frühstück zu genießen, wurden aber schon 1/2 Std."
3fdbeff9-1e24-4680-9a91-97bdf72ce2b2,,"('FOOD', 'POSITIVE', 'Bier')
",,Das Bier hat geschmeckt.
a36cbb00-721d-4364-9d84-bd155f9236a5,,"('FOOD', 'POSITIVE', 'Speisekarte')
('FOOD', 'POSITIVE', 'Vorspeise')
('FOOD', 'POSITIVE', 'Dessert')
",,"Umfangreiche Speisekarte, für jeden was dabei, von Vorspeise bis Dessert."
701fc29b-2455-4a9f-b9d9-7aaeb40213fe,,"('SERVICE', 'NEGATIVE', 'NULL')
",,Wir fragten nach wo sie bleiben und bekamen eine unfreundliche Antwort- wenn wir keine Zeit haben sollen wir gehen.
c98ecb1c-6c73-41ed-9cf5-9ce2432cc912,,,✅,"Die Reaktion der Mitarbeiterin: ""Denken Sie nur nicht, dass es damit schneller geht!"
480db53f-14a5-4624-ad99-cbf9ddec926e,,,,"Aufgrund der gemischten Bewertungen waren wir hin und hergerissen im Vorfeld, wollten es dann aber doch selbst auch probieren."
72f0d12c-ebc9-4bf4-8f71-5add2e04b4f9,,,✅,"Und gerade in der aktuellen Zeit kostet gutes Fleisch eben seinen Preis, der sich auch auf der Karte spiegelt."
8ca1d487-01f6-41e6-a276-8add47303cfc,,"('SERVICE', 'POSITIVE', 'Beratung')
('SERVICE', 'POSITIVE', 'Bewirtung')
('FOOD', 'POSITIVE', 'essen')
",,"Tolle Beratung, tolle Bewirtung und essen der extraklasse."
2509edde-a3c1-40c1-b2fc-191224e5266f,,"('SERVICE', 'NEGATIVE', 'Servicepersonal')
",,Insgesamt empfand ich das gesamte Servicepersonal als herablassend.
a30e1895-5ce4-4a62-83c1-40bccb351cf2,,"('SERVICE', 'NEGATIVE', 'Kellnerin')
",,"Mit der Kellnerin wird lieber geredet, als uns zu bewirten."
3b012107-009c-4355-965a-0bdb52ca28dc,,,,"Nicht mehr, nicht weniger."
9cf731ef-bd5a-4b0e-803e-0305148fa53b,,,,LOC inmitten von LOC.
cc84b4e4-7014-4a6f-b187-030b281107ec,,,,Griechich.
c8c0a7e7-ce64-4f27-a788-d6ae586ecd23,,"('FOOD', 'NEGATIVE', 'Zaziki')
('FOOD', 'NEGATIVE', 'Salat')
('SERVICE', 'NEGATIVE', 'Dressing')
",✅,"Das Zaziki war definitiv fertig aus dem Laden und hat im Öl geschwommen, der Salat war lieblos zubereitet und das Dressing bestand hauptsächlich aus Öl."
11b2e2c4-422e-4e5e-9176-e7c4837f191e,,"('FOOD', 'NEGATIVE', 'NULL')
",,Dafür fehlte die Kräuterrahmsauce komplett und auch hier war von Abschmecken nichts zu bemerken.
d558982b-4b03-45fa-af69-7c6fcc1d2929,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Allerdings dauerte es ewig bis das Essen kam, obwohl das Lokal nur zu 1/3 gefüllt war."
06a031ed-9dbf-4c4d-9e02-c392623a17bb,,"('SERVICE', 'POSITIVE', 'Service')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Der herzliche Service und das charmante Ambiente schaffen eine einladende Atmosphäre 😊.
a99abccc-7bd8-438a-8f4c-808d275488ae,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Vielen Dank für diesen schönen Abend!
57cb2212-12dc-4615-a0f1-f943d846354d,,,✅,Das sogenannte Risotto war von einem Zitronenschaum umgeben.
a92251a1-11f4-449c-b916-35c0222161dc,,,✅,Das Rührei kam dann mit Lachs.
8d943cc2-563c-45cb-a2bd-e6dd59b13400,,,✅,Wir wussten nicht innerhalb 10 Sekunden was wir bestellen wollen.
49af135e-be78-4010-9ae2-ec327416bb2c,,"('FOOD', 'POSITIVE', 'Essen')
",✅,Hätte gerne nach dem tollen Essen einen Fernet Branca bestellt.
acc6eb17-81a2-4b41-a347-a773aee2e35c,,"('AMBIENCE', 'POSITIVE', 'Gebäude')
",,Das Gebäude ist wunderschön erhalten es gibt viel zu sehen da passt alles sehr schön.
b9013c24-5791-4557-92f4-b52da0759564,,"('PRICE', 'NEGATIVE', 'NULL')
",,Gefühlt wie abgezockt.
f752c5c5-f220-4391-88b1-f9b7fe907fe9,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,"Die Bedienung war freundlich, das war aber auch das einzig positive."
7c3e2f06-3f65-452d-ac32-b456de8e00c0,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Es lohnt sich durch das Lokal zu gehen und alles an zu sehen.
de7d875e-43a0-4aeb-a516-2f266748020d,,,✅,"Das Restaurant war bereits ausreserviert, aber die Antwort war: ""Wir basteln etwas""."
f66febd3-46ab-4b5b-a262-33147a235bb1,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Rundum ein gelungener Geburtstag und jeden Cent wert!
b602f227-b6b3-42fe-856a-468e16c94d31,,"('SERVICE', 'NEGATIVE', 'Bedienung')
",,"Die Hauptgerichte kamen zu unterschiedlichen Zeiten, da die Bedienung nicht alles richtig aufgenommen hat."
fb8555ee-110d-4ffa-af1e-fb1ee90a8c6b,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Wir haben eine Stunde darauf gewartet, dass wir berücksichtigt wurden."
80125f00-54b0-417f-88c7-eaf7289bfb36,,,,Schade für LOC
5d15ae65-67d3-4e71-a7e9-8a62ebbcad6c,,"('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Das Ambiente ist stimmig.
622c8dee-3673-4a3f-a7d9-247e44410c5c,,"('FOOD', 'POSITIVE', 'Essen')
",,Ich hatte hier das beste Essen meines Lebens!
67c33178-722d-4f10-bd53-37dca8f799cd,,"('FOOD', 'NEGATIVE', 'Garstufe')
",,So kann das mit ner Garstufe nicht klappen.
6a2017e5-5af6-4f49-9c1a-a0dcdcc32eae,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('PRICE', 'NEGATIVE', 'Preis')
",,Preis und Leistung stimmen überhaupt nicht.
db0ba199-ef29-4773-8870-3ddb497e8ef8,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Wir hatten eine sehr freundliche Bedienung.
48fc17bb-df03-4801-8fa5-94b3e0245148,,"('FOOD', 'POSITIVE', 'NULL')
",,Es ist extrem süffig.
459c9f5b-de49-4785-810a-095c834df0cb,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Der grandiose Service von Marco der definitiv eine Gehaltserhöhung wert ist hat den Abend perfekt gemacht.Wir sehen uns nächstes Jahr wieder...
d06d8316-2248-43ce-af93-90eb8712a3be,,,✅,"Bis die Chefin uns darauf aufmerksam gemacht hat, dass dies nicht erlaubt sein."
9b2b3206-01ea-4ff9-80ca-84e5ede82160,,"('FOOD', 'NEGATIVE', 'Essen')
",,"Das Essen kam nach einiger Zeit, leider nicht mehr wirklich warm."
5ebfed3f-ddef-4570-9bfe-2a7a3232ff06,,"('SERVICE', 'POSITIVE', 'NULL')
",,"Anfangs, sehr zuvorkommen, höflich."
b3f417ea-5a16-4aef-86c5-1bd3815dcbbb,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Hauptgang LOC mit Olivenjus, Artischocken-Ragout und LOC.Die LOC war sehr zart und es war alles gut aufeinander abgestimmt.Service war aufmerksam und freundlich, also ich kann das Restaurant nur empfehlen."
d85438f9-e857-4787-a8e2-a4417228f829,,"('SERVICE', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Sharing/ Tisch Buffet')
('FOOD', 'POSITIVE', 'Hauptspeisen')
",,"Es wurde ein Sharing/ Tisch Buffet angeboten, man konnte zwischen verschiedene Hauptspeisen wählen (diese konnte man auch immer wieder nachbestellen) diese wurden dann frisch zubereitet und waren sehr lecker."
d62511b3-fa1a-47b8-ad8e-ec74e3293365,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Schließlich isst das Auge mit.Leider sind wir auf Grund der Lautstärke sehr schnell gegangen und werden wohl auch nie wieder hier erscheinen.
3b473f79-79e2-4e36-91d6-eb5c8a9bdf1b,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Ich werde sicher nicht mehr dorthin gehen.
1bc2e5ad-1204-4a1b-bbde-6a2c758b1df3,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Die Bedienung war Unfreundlich.Das Essen wurde nach 5 Minuten gebracht und war lauwarm.Alles in allem ein Reinfall.
4bf53d03-ed8a-4b8f-8afc-7a786c0aa0d9,,"('SERVICE', 'NEGATIVE', 'Herren am Empfang')
",,"Einen Punkt abziehen möchte ich für den überheblich, selbsverliebt und gönnerhaft auftretenden Herren am Empfang."
fa05c75a-6a7b-4a62-8bf5-805597379b72,,"('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')
",,Wir sind immer wieder gerne zu Gast in der RESTAURANT_NAME :)
c6391bba-f2da-439d-a39f-fbc1be43562f,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Kaffee')
",,Ich wollte endlich mal in dieses Kaffee und meinem Freund ein tolles traditionelles Kaffee zeigen.
a13bdae5-2bf0-41ed-8a0d-be8c94172a95,,"('FOOD', 'NEGATIVE', 'Bratkartoffeln')
",,Die Bratkartoffeln schmeckten teilweise alt.
7c552d67-273c-4fea-ab4e-e4c03451d6eb,,,,Der Augustiner an der LOC hat sich mittlerweile auf das gegenüberliegende Gebäude erweitert/ ist umgezogen.
33407989-014e-40e1-bc6a-3defecd9c880,,,✅,Wir waren letzten Samstag zum Mittagessen im LOC.
