id,second_annotator_comment,annotation,aspect_available_without_judgement,text
1e31b3b7-4c2e-4390-ac3d-75c99be21e5f,,"('AMBIENCE', 'POSITIVE', 'NULL')
",,Wir haben uns sehr wohl gefühlt.
dcebf19e-c023-4544-a321-648e23ccac21,,,✅,"hat ja jeder eine andere Vorstellung von "" knusprig""."
25dac84a-6309-45a4-bdcf-9f074387d464,,"('SERVICE', 'POSITIVE', 'Personal')
('FOOD', 'NEGATIVE', 'Essen')
",,"Sehr freundliches Personal, aber das Essen ein absoluter Reinfall."
7f064427-bf29-4fca-93c6-ca8cc8f8db1c,,,,Die sogenannte Bayerische Gemütlichkeit sowie die Weltstadt mit LOC ist hier nicht zu finden.
5f103401-9e30-4482-bd09-5176e3667a42,,,✅,Das Hauptgericht kam vor den Getränken und vor dem Brot mit Öl.
300a1627-5f3b-4465-b97d-87c394b2ec2a,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Erlebnis')
",,"Ein unvergessliches Erlebnis, das ich wärmstens empfehlen kann!”"
c89f8cdc-a470-4cbc-b3b7-0a58a2ba8a9d,"Food war lecker -> Positive, Service war langsam -> Essen war kalt -> Negative? 


Geht wahrscheinlich beides, hauptsache Konsistenz 📍so lassen","('FOOD', 'CONFLICT', 'NULL')
",,"Das Essen war sehr lecker, allerdings kalt, auch nach der Frage „war alles in Ordnung?“ gab ich eine nette Antwort „es war lecker, aber leider etwas kalt“, daraufhin kam ein kritisches „habe es aber gleich raus zu ihnen gebracht, das kann nicht sein!“ komisch, dass wir auch erst das eine essen und 5 min später den zweiten Teller erhalten haben."
ef0562ce-3548-4639-96f7-5948568ae032,,"('AMBIENCE', 'NEGATIVE', 'Stil')
",,Ist nämlich einfach nur schlechter Stil.
e1839113-9045-479d-bb78-9707081deb28,,"('SERVICE', 'NEGATIVE', 'Service')
",,Beim Service hatte ich das Gefühl in einer sehr einfachen Kneipe zu sein.
b103bdb8-6b02-46e8-9752-e7b4648c5ecf,,"('FOOD', 'NEUTRAL', 'Essen')
",,Essen war in Ordnung.
57fb38e1-bc26-463f-a37e-32bde3f8982a,,"('PRICE', 'POSITIVE', 'Preis-Leistungs-Verhältnis')
",,Auch das Preis-Leistungs-Verhältnis ist absolut stimmig.
35eb61a4-d53c-4891-bc31-f38c60a91dfb,,,,"!Waren mit 5 Frauen dort, und haben uns an einen gerade freigewordenen Tisch gesetzt....2 Frauen von uns haben noch die Reste von einem Eis gegessen."
71370efe-4411-488c-9b82-bf54e951ba30,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('PRICE', 'NEGATIVE', 'Preis- Leistung')
",,"Preis- Leistung stand in keinem Verhältnis… wir kommen nicht LOC, LOC"
068bbaaa-ade1-4158-83d6-be38cff15b4b,,,,Durch die vielen guten Bewertungen sind wir auf die RESTAURANT_NAME gestoßen.
d8491703-7dcf-4466-817d-85b4a04a199b,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,"Die Bedienung war freundlich, flott und gut gelaunt."
17a38117-f702-4822-ad33-889d5e5837a9,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir kommen auf jeden Fall wieder!
a0214ca6-198a-4240-8291-406e0cf727c5,,"('PRICE', 'NEGATIVE', 'Preis')
",,Sosse selbe wie bei der Ente...= -1Darum für den Preis von fast 60 Euro kann man eigentlich was besseres erwarten...Aber das juckt dort keinen weil es die Masse macht....
05cabe99-6362-4eae-8c6b-625bb5291230,,"('SERVICE', 'NEGATIVE', 'NULL')
('FOOD', 'NEGATIVE', 'Brotscheibe')
",,"Das Essen: zum geschmacklich anscheinend veränderten großen Töttchen wurde eine hauchdünne Brotscheibe seerviert, die sonst übliche Worcestersauce mußte extra angefordert werden."
ad4f0d88-01d9-4ce1-afde-eaf10c10aa9a,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Das können viele besser.
ed4ed2a0-c78d-4518-aea2-b42de554edcc,,"('SERVICE', 'POSITIVE', 'Personal')
",,Das Personal war freundlich und zuvorkommend.
0a557448-c777-4f5e-bd4e-e53f98dd4ba1,,,,Wir waren begeistert von ihrer Schlagfertigkeit und ihrem aufgeschlossenen Wesen.
e1054228-d9e5-41f6-be84-ddf172f2e975,,"('SERVICE', 'NEGATIVE', 'Menschen hinter den Theken')
('SERVICE', 'NEGATIVE', 'Bedienungen')
('SERVICE', 'NEGATIVE', 'Geschäftsführerin')
",,"Über die wartenden Kunden an den Tischen, die eher stoisch anmutenden Menschen hinter den Theken und die nicht freundlichen Bedienungen und Geschäftsführerin lässt sich kein gutes Urteil bilden."
b90a4faf-b7dd-4228-af3c-4ab2e348be6c,,"('FOOD', 'NEGATIVE', 'Espresso')
",✅,Espresso geliefert ohne Milch und Zucker.
0328a9de-e1e2-4d4f-8b7f-a6dfdafd23a1,,"('AMBIENCE', 'NEGATIVE', 'Sitzplätze im Innenbereich')
",,Sitzplätze im Innenbereich laut und ungemütlich.
d2c64bab-1949-4934-bc6b-154102126d0b,,"('FOOD', 'POSITIVE', 'Essen')
",,"LOC, leckeres Essen."
d24378a8-f275-4082-8e98-a456ca3b129d,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Allein wegen ihr würden wir wiederkommen :)
9362bcd7-2796-44f4-b720-e90da801467e,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Tische schmutzig durch die Bäume.Zwei Tabletts mit Espresso-Tassen wurden von der Bedienung nicht abge-räumt.
75972104-48e1-4852-bb8d-76e6ea9b936b,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'LOC')
",,LOC durchschnittlich.
c9d741dc-dd0c-42f6-b647-e39d928e62da,,"('FOOD', 'POSITIVE', 'NULL')
('FOOD', 'NEGATIVE', 'Soße')
",,"Sonst aber sehr lecker, wenn die Soße auch was scharf war, aber das ist ja Geschmackssache."
04a0f60e-f709-4120-b378-a5d459cb59c4,,,,Zum Mittagessen sind wir zu zweit in den LOC eingekehrt.
a6972873-19f2-4cfe-bf8c-a99e515d7622,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Sehr lecker, sehr freundlich und eine klare Empfehlung.Wie brauchen auch wegen diverser Allergien etwas Beratung, die wurde ausführlich gegeben."
584df7e3-4b6b-45aa-aa9c-e46ccfd890eb,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Abbruch nach 5 Bissen … wenn ich das weiteresse, hab ich 2 Tage aufstossen.Gambas~Gericht: keine Frischen auf jeden Fall."
db5f8f3e-b3e8-41b0-bcf5-41fb7a99e07a,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
('SERVICE', 'NEGATIVE', 'Service')
('PRICE', 'NEGATIVE', 'Preise')
",,"Kurz zusammengefasst: Schlechter Service, hohe Preise, durchschnittliche Qualität."
f5099242-b1f1-4c29-b5c8-72bab26976a8,,"('SERVICE', 'POSITIVE', 'Kellner')
",,"Die Kellner waren alle super lustig, sympathisch und nett!"
04f03b4e-5d48-4ea1-9c93-151d3020ea46,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Im ganzen ein gelungener Abend mit Freunden.
7e022468-938a-469d-a6a5-3b83057774bb,,"('FOOD', 'POSITIVE', 'NULL')
",✅,"2mal Fisch, 1mal herzhafte südamerikanische (!)"
f3327763-1f9d-4851-9237-2c81ff10d2ad,,,✅,"Da das Lokal in der Nähe unseres Hotels war, sind wir trotzdem dort erschienen und fragten spontan nach einem freien Tisch für 2."
d38658dd-cf61-47ed-8ddd-399474088872,,,✅,Wir waren an einem Dienstagnachmittag vor dem FCB Spiel im Lokal.
918a98a8-a554-47a5-bcb4-96b8a05da007,,"('SERVICE', 'NEGATIVE', 'NULL')
",,Auch die Ansprache Süßmaus bei der nächsten Gelegenheit war eher unpassend.
3c1a491d-ae0c-4269-9e9e-d67f89c0c63b,,"('FOOD', 'POSITIVE', 'Spanferkel vom Grill')
('FOOD', 'POSITIVE', 'Kloß')
('FOOD', 'POSITIVE', 'Sauerkraut')
",,Das Spanferkel vom Grill mit Kloß und Sauerkraut schmeckte sehr gut.
7942cf45-690f-4100-98f6-f26b5b9177af,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')
",,Sehr schönes Restaurant.
2edca730-dcab-4627-a465-d77a188008e0,,"('FOOD', 'NEUTRAL', 'Obatzda')
('FOOD', 'NEGATIVE', 'Portion')
",,"Der Obatzda war absolutes Mittelmaß, die Portion sehr klein."
7d5f8c5e-6f93-4a60-b2fa-d77cbe89a43d,"General Impression Neutral da ""Mittelmäßig""? ✅","('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
('PRICE', 'NEGATIVE', 'NULL')
",,"Leider Mittelmäßig und teuer,z.B.Gratis-Ouzo wie bei Griechen üblich?"
6db4dc45-756f-4607-86d0-3741b37a3147,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Bier wie immer genial.Voressen gut bis auf die Semmelknödel.
ede7e8b1-9505-4524-a2ab-b2cafd23a063,,,✅,"Hier trifft sich, wer gerade in LOC zu Gast ist und schlürft ein Bierchen."
62efc71e-48a2-4620-8470-5d319b8670c5,,"('AMBIENCE', 'POSITIVE', 'NULL')
('GENERAL-IMPRESSION', 'POSITIVE', 'Steak- Häuser')
('SERVICE', 'POSITIVE', 'Service')
",,"Mit Sicherheit eines der besten Steak- Häuser in LOC, wir haben uns komplett wohl gefühlt, Service war top top top!"
5479399a-ed25-41f0-9a18-0470f12430a3,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Als mein Mann freundlich nachhakte, wurden wir lautstark und aggressiv zurecht gewiesen, dass es das Gleiche sei!!"
023aba65-f791-4919-980b-324b73ca829c,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Wir sind dann mit einem eher schlechten Gefühl rausgegangen.
b29bd8d7-0c1e-4055-a1f4-6fc6ad5ada59,,,✅,"Oliven bestellt, kommt das Schälchen an den Tisch, darin ein paar Oliven aber noch viel mehr LOC und saure Gurken."
c1c470f7-3941-495e-8909-9857b8ecd665,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Herausragend war wirklich die Freundlichkeit der Bedienung.
0b82b7be-94ad-42a5-a50c-398e9e259802,,"('FOOD', 'POSITIVE', 'Murrejubbel Knödel')
('FOOD', 'POSITIVE', 'LOC mit Apfelreduktion')
",,Auch der Murrejubbel Knödel und vor allem das LOC mit Apfelreduktion war ein Highlight.
0d4e9bb2-7912-4cc4-a858-67576b359109,,,,Katzentisch nach entsprechenden Wartezeiten Bestellung.
99b2fa18-8460-446b-88b6-e4e7ed003f00,,"('SERVICE', 'NEGATIVE', 'Manager')
",,"Auch der herbeigerufene Manager hat uns einem sehr aggressiven Ton gefragt, wer uns hier hingesetzt hätte."
69d46826-8b29-4537-a042-85c837127600,,"('FOOD', 'POSITIVE', 'Beilagen')
",,Die Beilagen hingegen waren super.
277f5616-afb9-433b-95a4-c6d8c1f17e23,,,✅,Reservierung ist von Vorteil.
6a7b807f-503a-4cb7-934b-c2d9ac5be147,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Keiner verdurstet, Essen ist lecker und nicht zu wenig, Bedienung ist flott und freundlich + bayrisches Bier.Persönliche Empfehlung: Edelstoff 0,5l, kein Maß, lieber regelmäßig Frisches."
0d414c53-8ca5-4f5b-8249-af9f0a4b3649,,"('FOOD', 'NEGATIVE', 'Hähnchen')
",,-:((((( Das vermeintlich knusprig gebratene Hähnchen war lauwarm in der Mikrowelle gemacht und knusprig war auch was anderes.
e5bf425e-95d8-4a93-9240-eee453ce9c1c,,"('FOOD', 'NEGATIVE', 'Ergebnis')
",,"Da es doch viele Touristen nach LOC zieht, die diese schwäbische Spezialität probieren wollen, war das Ergebnis doch sehr ernüchternd und macht dem Ländle keine Ehre."
57156957-a655-4270-bf61-c08d593c2d1f,,,✅,"Das CUBE war nahezu der einzige Ort in LOC, wo man experimentelle Fusion- Küche erleben konnte."
e1dcba90-5f26-4e5c-adc2-c67b9f76deb8,,"('FOOD', 'POSITIVE', 'Hausbier')
('FOOD', 'POSITIVE', 'Marille vom Haus')
",,"Das Hausbier und die Marille vom Haus, herzlichen Dank dafür, rundeten das ganze ab."
864042ac-45a5-48f3-8b21-8bf9ffc3abff,,"('FOOD', 'POSITIVE', 'Essen')
",,Das Essen ist ein Traum 😍
f31fdfb6-d8d1-425a-ae83-60413309026e,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Das erste Mal seit langem, dass ich kein Trinkgeld gebe."
e5dd97f2-a89e-4ad6-a965-1022b325904c,,"('SERVICE', 'NEGATIVE', 'Oberkellner')
",,"Darauf angesprochen meint der „Oberkellner“ nur: „Ich habe alles bestellt, ich bin aus dem Schneider."
d52c69e9-1397-40bb-9b2f-86d7dc237510,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Die anderen Gäste am Tisch fanden ihr Essen aber super.Das Restaurant bietet sehr viel, auf der Karte findet man alles von Rinderfilet und Lammkoteletts, über Tapas und Paella, bis Fischstäbchen und Pommes."
c66589c2-d65a-40c9-8455-8507c538742c,,"('SERVICE', 'POSITIVE', 'Personal')
",,Freundliches und flinkes Personal .
25032dec-f8f2-4273-a6ff-94e6f0ac3309,,,✅,"Das Essen, das Ambiente, der Service von Yassin."
fac5631c-6edd-41f8-9636-2e4fb93f7276,,,✅,"Fleischküchle mit LOC, um das Hackfleisch zu strecken und Kartoffelmansch ohne Essig und Öl, statt Kartoffelsalat?"
a4eece28-fdfe-4551-a87f-903c4c1564b5,,"('SERVICE', 'NEGATIVE', 'Wartezeiten')
",,Beim vorletzten Mal hatten wir das gleiche Erlebnis mit den extrem langen Wartezeiten.
15a8e938-2d40-49e4-b74f-1e300e2210fe,,"('FOOD', 'NEGATIVE', 'NULL')
",,fleischqualität könnte besser sein.
85c74c4c-f057-41a3-ab6a-c8fae336d0c2,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"LOC.Leicht gehobene Preisklasse, insgesamt aber ok.Im Cafe im separaten Raum haben wir am nächsten Tag in ganz toller, gemütlicher Atmosphäre leckere Torten aus einer großen Auswahl genossen."
cd74ba58-8776-4f41-80c9-439fb3952dfe,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Parkplätze (Parkhaus) in unmittelbarer Nähe.LOC, nette Ambiente und super Bedienung (Danke Lena)."
4a8c1e59-b66a-4316-86b1-3a54cae3f525,,,✅,wir wollten ihn gleich mit Limo bestellen oder Cola im Krug.
b091a178-e17b-4b6e-b4fc-11b5a599e302,,"('SERVICE', 'NEGATIVE', 'Service')
",,Der Service war unfreundlich (schlecht gelaunt) und unpersönlich.
025153d8-2d7e-4c9e-9cd3-2c8251e2837b,,,✅,Wir hatten mit einer Vorlaufzeit von 2 Wochen einen Geburtstagstisch reserviert.
195454b1-7009-4e30-bcd3-ea4ef5685cc8,"Würde das Dressing nicht als Aspekt mit Sentiment sehen.

Asp: Beilagensalat, OTE: im Dressing ertrunken ✅","('FOOD', 'NEGATIVE', 'Beilagensalat')
('FOOD', 'NEGATIVE', 'Mayonnaise-Dressing')
",,Nur der Beilagensalat ist in seinem Mayonnaise-Dressing ertrunken.
0fcf7314-7e61-4763-ba03-e892233d4281,,"('AMBIENCE', 'POSITIVE', 'Lokal')
",,Erster Eindruck - das Lokal sprüht vor italienischen Flair.
3427c3c5-a173-4cc3-8d6d-870864d20d70,,,,"Was der Eine ganz toll macht, fehlt einem Anderen oder umgekehrt."
ebb98c54-85a3-456f-89c8-969c832ce732,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Das sind wir anders gewohnt.
57ebbb98-68d5-4db1-a5b4-2fa9ce151ab4,,,,An zweiter Stelle in LOC?
f0931925-965b-43ae-b307-2f82b27dade6,,,,"…ich hatte das Gefühl, das die Portionen im laufe der Jahre etwas geschrumpft sind!?"
96405721-e677-4a06-8ba4-1e90417ace92,,"('AMBIENCE', 'POSITIVE', 'Empfang')
",,Wir wurden am Eingang richtig freundlich in Empfang genommen.
b4258bf0-1da6-466f-98cb-901031e8655d,,,,Nicht typisch LOC.
c7f4b5e2-85ba-47ed-8c6f-d74bd20fa0a0,,"('FOOD', 'NEGATIVE', 'Essen')
",,"Das Essen war maximal auf Burger King Niveau - das sollte allerdings für solch ein großes bekanntes Restaurant bzw. ""Café"" nicht der Anspruch sein."
1c32fccd-7106-4508-bea8-0551274311b4,,"('PRICE', 'NEGATIVE', 'Preise')
",,"Die Preise sind an der Obergrenze, vor allem bei den Getränken."
5047257d-641f-4eae-a5a1-8a247904243b,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Ein spontaner Besuch lässt einen oftmals überfordert sein.Frische Vorspeisen und Pasta 🫠 Was soll man wählen?Susanna hat mit Liebreiz und Charme geholfen.
1409ec80-e692-4f47-b22c-a8c21f92bd16,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"LOC - Kellner und Kellnerinnen mit weißen Kittel - ein Klassiker aus alten Zeiten.Apfelwein und passende Gerichte, große Tische - viele nette Leute zum Kennenlernen.Ein MUSS für alle Besucher."
79aaa7dc-a702-448b-bbfa-021b4ba0bb55,,"('FOOD', 'NEGATIVE', 'Menüabfolge')
('FOOD', 'NEGATIVE', 'Suppen')
('FOOD', 'NEGATIVE', 'Salat mit dem warmen Ziegenkäse')
",,"Die Menüabfolge war völlig chaotisch, die Suppen alle kalt, der Salat mit dem warmen Ziegenkäse stand schon 35 Minuten im Raum, bevor er serviert wurde."
b0ca9fc0-bd61-411a-b2b3-b7640e21fd3a,,"('FOOD', 'NEGATIVE', 'NULL')
",,Da tut es ein Fischbrötchen um die Ecke auch.
a2722b26-7182-41e1-9c64-781c57008863,,"('GENERAL-IMPRESSION', 'POSITIVE', 'LOC')
",,"Das findet man sonst nicht, und macht die Faszination LOC aus."
c64c314f-50f5-45fb-b3b1-456233356014,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Leider fehlt manchmal der Pfiff.
7170f4ca-ad3e-4963-8f50-9834edc24d01,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('SERVICE', 'POSITIVE', 'Empfang')
('SERVICE', 'POSITIVE', 'Service')
('FOOD', 'POSITIVE', 'Essen')
('FOOD', 'POSITIVE', 'Zubereitung')
('SERVICE', 'POSITIVE', 'Timing')
",,"Liebes Team der Steak Manufaktur,vielen Dank für den schönen Abend bei Euch, den herzlichen Empfang, den tollen und zuvorkommenden Service und das sehr schmackhafte Essen von hoher Qualität, toller Zubereitung und klasse Timing."
99f9ff1d-ee78-421b-afc8-5ed4713ee213,,"('FOOD', 'NEGATIVE', 'Getrüffelte Kürbissuppe')
('FOOD', 'NEGATIVE', 'getrüffeltes Öl')
",,"Die ""Getrüffelte Kürbissuppe"" bestand darin, dass man statt dem üblichen LOC Kürbiskernöl einfach nur getrüffeltes Öl auf die Suppe geträufelt hatte."
f7d460bd-3896-41d6-a3b2-09a66436c62c,,"('SERVICE', 'NEGATIVE', 'Kellner')
('FOOD', 'NEGATIVE', 'Essen')
",,"Auf die hingenuschelte Nachfrage, wie das Essen war, sagte ich nur „Naja“, das hat den Kellner aber nicht interessiert."
b9c4bd92-d1bc-4e52-a254-7b2b6f68fb27,,,✅,"Ich hatte einen Salat mit Sesam-Shrimps, mein Mann Büffelmozzarella mit Pesto und Tomate."
794dc7fd-30b0-4f87-be5e-37f95e7c4a3a,,,✅,Alles in Allem….
21497f9a-ea3f-4212-86e4-cec5962cd313,,"('FOOD', 'POSITIVE', 'Panna Cotta')
",,Die Panna Cotta zum Nachtisch war der absolute Wahnsinn.
7d144a7e-0b57-4011-8288-14a5cca1343c,,"('FOOD', 'NEGATIVE', 'Fish')
",,Als Hauptgericht war haben ein Steinbutt bestellt aber der Fish der serviert wurde hatte vielleicht mal ein Steinbutt von weitem gesehen.
50ce7941-4377-4fb8-9b7a-9707e5c5bfec,,,,Habe ich so in LOC noch nie erlebt.
2f6a1b7b-865e-4544-b77b-0313f2d596c3,,"('FOOD', 'NEGATIVE', 'Optik der Gerichte')
",,"Sorry, aber die Optik der Gerichte wäre sogar nur 2 Punkte wert."
f4dbca43-d47d-4271-9c95-18110a494934,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Service war freundlich und aufmerksam.Etwas irritiert waren wir, weil die Standartgröße bei Bier derzeit 0,3 Liter beträgt und 0,5 Liter auf Nachfrage beim Service bestellbar sind; unter den Bieren steht das auch in der Karte.Alles in allem sehr gut und sehr erfreulich."
81642012-fda6-412e-bff2-daf07438def1,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,"Trotz des HH Marathons und dem dadurch wirklich gut gefüllten Restaurants, kam einem die Bedienung nie überfordert vor."
277ba63d-919f-4f4a-993c-620443110d80,,,,einer halben Stunde.
f5d87fa2-28a8-448b-8cca-7a628b16eced,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Danke für nichts!
eecc56b5-9b12-4d97-b2d0-d2e2178a84a1,,"('PRICE', 'NEGATIVE', 'Pulpo Takel')
('PRICE', 'NEGATIVE', 'Gemüsebeilage')
",,Bsp: Eine Pulpo Takel für 18 € mit ganz kleiner Gemüsebeilage ist ein sehr stolzer Preis.
b995fb63-fd10-4174-ab83-1d6201990482,,"('SERVICE', 'POSITIVE', 'Bedienung')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('AMBIENCE', 'POSITIVE', 'Blick auf den LOC')
",,"Bedienung sehr freundlich und flink, Ambiente sehr münchnerisch, gemütlich mit schönem Blick auf den LOC."
8922a9ae-0c73-41d5-bc69-385576327dfe,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Immer wieder gerne!!!
553f35ec-a851-4350-acb5-5c49c1f13386,,"('SERVICE', 'NEGATIVE', 'NULL')
('AMBIENCE', 'NEGATIVE', 'NULL')
",,"Wirkte alles etwas unkoordiniert, teilweise schmuddelig."
2945ae52-5634-4889-83f4-787a8f454ede,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Die Letzten erhielten ihr Gericht erst nach einer 1 h, wo alle mit dem Essen fertig waren."
ae0711e4-1e05-4544-be68-185336fd46ae,Würde das eher als Negativ empfinden ✅,"('SERVICE', 'NEUTRAL', 'Service')
",,"Service ebenfalls naja… nachdem wir 15 Minuten saßen und der Kellner mehrmals um uns rum gelaufen war, Leute die nach uns da waren bereits ihr Getränk hatte, haben wir dann mal um Karten gebeten… and so on."
4624393b-0e7b-4b6d-a4a4-09b86cb3b575,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Das Lokal hat einen Charme der zu einer Augustiner Wirtschaft basst.LOC und Kasspatzen waren sehr leckerDer Kaiserschmarn war auch lecker, wenn auch für meinen Geschmack etwas zu großzügig karamelisiert, da die großen Zuckerbrocken den Genuß ein wenig für mich eingeschränkten.Insgesamt jedoch ein gelungener Besuch der mir als Bayer Heimatgefühle in LOC gab."
e1a8684f-8134-43dd-b6ee-b6b19110e195,,,✅,Wir waren zwei Nächte im LOC übernachtet und haben Abends zweimal im Restaurant gegessen.
d156aaad-54aa-4e31-8da1-550d6322ce25,,"('SERVICE', 'NEGATIVE', 'Service')
('SERVICE', 'NEGATIVE', 'Kellner')
",,"Der Service ist KatastropheMan wartet locker 20 min bis man bestellen kann, nachdem man 20 Minuten auf einen Tisch gewartet hat Kellner unfreundlich"
3f120f08-0729-4086-b434-9279298d75f1,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Trotz toller Lage und schönem Baumbestand kann ich den Biergarten nicht empfehlen.Der Wirt, der Vogler, kann den Hals halt nicht voll genug bekommen!!"
3f95d013-09d9-43ed-ac47-f844902c3a3b,,,,Ich habe 2017 bereits eine Bewertung abgegeben.
8dcc1b47-0656-41f4-bb11-323973d05ec4,,"('FOOD', 'POSITIVE', 'NULL')
('PRICE', 'NEGATIVE', 'Wein')
",,"Hier gibts Burger und dazu überteuerten Wein, alles ist ziemlich lecker, doch die umliegenden FalaffelPlaces sind alle so viel besser."
3823deea-4a98-48c6-80ca-92d83ab41345,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Die Karte ist aufgeräumt übersichtlich und das Menü lässt keine Wünsche in einem asiatischen Restaurant offen.Das Essen in Qualität und Aussehen gut und geschmackvoll obendrein.
9f49f74b-dc49-4edc-9be1-f988eb001742,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Ich war fassungslos.
53649cb9-3740-4d87-a239-153eca6b21ec,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Leider hatten wir heute auch beim zweiten Besuch ein enttäuschendes Gesamtergebnis.Gelangweiltes, ungeschultes Servicepersonal, dem noch nichtmal ein freundliches Hallo gelang."
46296ac8-f1c5-452d-9118-bfeab9410c55,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,"Manchmal fragt man sich, wie einzelne Restaurants an die Position in TripAdvisor gelangen können, an der sie sich befinden."
8cd25fd2-f6ea-4174-b39f-e6f33acff35b,,"('FOOD', 'POSITIVE', 'Speisen')
('FOOD', 'POSITIVE', 'vegetarische Optionen')
",,Interessante Speisen und einige vegetarische Optionen.
d7635db7-454f-45f1-a39d-14ed911c109a,,,✅,Wir waren am Mittwoch mit Reservierung zu zweit in der RESTAURANT_NAME.
cafca91a-0c2f-455c-86dd-7ced4a10371e,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Daraufhin hat sie mich angepamt, ich würde an einem Tisch sitzen der gesperrt sei."
dc7da88d-9047-4104-9c8c-a41bacf594d6,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"2x essen gehen.Wir hoffen, dass die Küche sich diese konstruktive Kritik zu Herzen nimmt und wünschen trotzdem alles Gute!"
582963aa-7228-4538-9a96-3cb3c0e6e7f2,,"('FOOD', 'POSITIVE', 'Bier')
",,Das naturtrübe Bier frisch gezapft.... schön gekühlt und wunderbarer Geschmack.
ae8404b6-9929-4f17-b46e-1584f4d912f6,,"('AMBIENCE', 'NEGATIVE', 'NULL')
",,"Einen Punkt Abzug gibt es für mich (wobei das Restaurant nicht wirklich was dafür kann), weil darin sehr sehr laut ist und man seinen Gegenüber schon fast anschreien muss."
beb12422-24f3-49e4-8710-76fe8ba27aee,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir sind begeistert und mögen diesen schrägen Tim in dieser seiner RESTAURANT_NAME.
8f96df63-f39f-4bde-9295-403b395c28da,,"('SERVICE', 'NEGATIVE', 'Kellnerin')
",,"Die Kellnerin hätte uns ja zumindest fragen können, ob es uns etwas ausmacht, wobei für 5 Leute an diesen kleinen Tischen kein Platz gewesen wäre."
a37a775b-b57b-4060-b39d-3749875caf76,,"('SERVICE', 'NEGATIVE', 'Wartezeit von Bestellung')
('FOOD', 'NEGATIVE', 'Portionen')
",,"Kleine Portionen und 1,5 std Wartezeit von Bestellung bis das Essen am Tisch war, trotz leerem Restaurant mit 10 Gästen"
b8c9adeb-f781-48e6-86e0-049e867c9503,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,"Für Gruppen-Events sicherlich ok, privat würde ich nicht hingehen."
85704ba5-6e6b-43b6-a8c2-dd0eb2196184,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir würden wiederkommen.
f7df217a-5847-418c-baf4-888f0f5f7a7b,,,✅,Ein Teil des Personals versucht sich südbayerisch zu kleiden.
59e1b7d1-fb94-4e55-adea-f7e44a178abb,,"('SERVICE', 'NEGATIVE', 'Bedienungen')
",,"Die Bedienungen verteilten die Reste aus der Theke grade untereinander und wiesen meine Frage mit barschen Worten zurück: ""Es ist geschlossen!"
