"Unnamed: 0","agreement","annotation_id","annotator","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","updated_at"
123,100.0,29570406,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:07:49.522851Z","fixed","cddb794f-8da6-4ce5-917a-2bbf191d8a92","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",5.24,"GPT-3",1,"Das Essen war leider enttäuschend.","2024-01-21T08:07:49.522868Z"
124,100.0,29570409,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:07:57.785118Z","fixed","4f0dc354-6bca-4bc3-a373-35ee929ff504","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",7.196,"GPT-3",1,"Das Ambiente war okay.","2024-01-21T08:07:57.785139Z"
125,100.0,29570412,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:08:04.592350Z","fixed","9ece594c-a59e-4096-86b5-34709fd0a832","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",5.923,"GPT-3",1,"Das Restaurant hinterlässt einen durchschnittlichen Eindruck.","2024-01-21T08:08:04.592365Z"
126,100.0,29570417,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:08:12.197795Z","fixed","fdbfe6d1-9a55-41aa-ba92-137f8f266232","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]},{""end"":43,""text"":""Preise"",""start"":37,""labels"":[""PRICE-NEGATIVE""]}]","",6.48,"GPT-3",1,"Der Service war in Ordnung, aber die Preise waren zu hoch.","2024-01-21T08:08:12.197814Z"
127,100.0,29570426,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:08:29.774441Z","fixed","d919ba6e-d8d5-4b6c-8769-deef8aabf467","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",24.703,"GPT-3",1,"Das Personal war sehr aufmerksam und zuvorkommend.","2024-01-21T15:45:08.379815Z"
128,100.0,29570432,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:08:40.575354Z","fixed","07ac4663-6eb7-42de-9013-6df15e07c848","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]},{""end"":45,""text"":""Restaurant"",""start"":35,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",9.913,"GPT-3",1,"Der Service war in Ordnung und das Restaurant hat einen neutralen Gesamteindruck hinterlassen.","2024-01-21T08:08:40.575373Z"
129,100.0,29559074,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:14:23.409770Z","fixed","fcdbef68-831d-4ba9-824d-8fa94c6676f2","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",13.895,"GPT-3",1,"Die Preise waren angemessen.","2024-01-20T13:14:23.409786Z"
130,100.0,29558800,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:57:49.715615Z","fixed","21c2beeb-e19d-4ddc-b781-b643b6431711","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",5.261,"GPT-3",1,"Der Service war in Ordnung.","2024-01-20T12:57:49.715628Z"
131,100.0,29570439,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:08:57.552233Z","fixed","389f03ca-e24a-4150-9d77-247e86795be0","[{""end"":9,""text"":""Musik"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",15.993,"GPT-3",1,"Die Musik war viel zu laut und störte die Unterhaltung.","2024-01-21T08:08:57.552247Z"
132,100.0,29559077,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:14:29.964229Z","fixed","69dff2d4-c4fc-4af1-a4eb-be1e65f46825","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]},{""end"":40,""text"":""Preise"",""start"":34,""labels"":[""PRICE-POSITIVE""]}]","",5.671,"GPT-3",1,"Das Restaurant war okay, aber die Preise waren angemessen.","2024-01-20T13:14:29.964247Z"
133,100.0,29559275,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:30:26.346532Z","fixed","f1b783c5-64d0-45c9-a7ab-615d00ef0e23","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",4.025,"GPT-3",1,"Das Personal war sehr aufmerksam und freundlich.","2024-01-20T13:30:26.346549Z"
134,100.0,29570447,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:09:09.164327Z","fixed","4a125973-123c-4c17-94c1-6d2b10e41e89","[{""end"":29,""text"":""Restaurants"",""start"":18,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]},{""end"":76,""text"":""Lautstärke"",""start"":66,""labels"":[""AMBIENCE-NEGATIVE""]}]","",10.611,"GPT-3",1,"Das Interieur des Restaurants ist eher durchschnittlich, aber die Lautstärke stört.","2024-01-21T08:09:09.164355Z"
135,100.0,29559276,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:30:29.255768Z","fixed","d819db07-bcb4-43b4-a587-fed6a841a413","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",1.986,"GPT-3",1,"Das Personal war sehr aufmerksam und freundlich.","2024-01-20T13:30:29.255784Z"
136,100.0,29559216,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:24:06.816642Z","fixed","b444a8ae-dac9-4414-922c-30b502534983","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",6.098,"GPT-3",1,"Das Restaurant war okay, aber nichts Besonderes.","2024-01-20T13:24:06.816658Z"
137,100.0,29570451,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:09:14.941205Z","fixed","d26e87dc-798f-451d-8963-5c32ea0292f5","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",4.939,"GPT-3",1,"Das Essen war leider nicht gut.","2024-01-21T08:09:14.941221Z"
138,100.0,29558903,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:02:49.560284Z","fixed","183dffa0-a53c-4ef0-872c-1aa78a3d54bf","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",3.21,"GPT-3",1,"Die Preise sind viel zu hoch.","2024-01-20T13:02:49.560302Z"
139,100.0,29570452,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:09:20.760593Z","fixed","b3e65842-082f-4e84-8846-8917ac51ce22","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",23.686999999999998,"GPT-3",1,"Das Restaurant ist sehr laut und ungemütlich.","2024-01-21T15:35:13.051645Z"
140,100.0,29559082,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:14:51.031226Z","fixed","868d3c37-a0de-4af4-8420-2cc22a040e60","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":57,""text"":""Preise"",""start"":51,""labels"":[""PRICE-POSITIVE""]}]","",20.285,"GPT-3",1,"Das Ambiente war nicht besonders gemütlich und die Preise waren angemessen.","2024-01-20T13:14:51.031249Z"
141,100.0,29570456,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:09:38.638223Z","fixed","32c8a4c8-7df2-40f9-9a8a-17da516df15d","[{""end"":37,""text"":""Restaurant"",""start"":27,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",17.061,"GPT-3",1,"Ich war enttäuscht von dem Restaurant.","2024-01-21T08:09:38.638241Z"
142,100.0,29559183,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:21:57.980068Z","fixed","3814559d-f9b4-463a-93a9-8207659f1848","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",1.378,"GPT-3",1,"Das Essen war okay.","2024-01-20T13:21:57.980085Z"
143,100.0,29570459,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:09:48.552840Z","fixed","6f0d1d56-997d-4444-b663-7116391c6cb0","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",8.976,"GPT-3",1,"Die Atmosphäre in diesem Restaurant ist sehr angenehm.","2024-01-21T08:09:48.552856Z"
144,100.0,29570469,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:10:04.644910Z","fixed","d7db13f0-3b74-4b91-838f-5d18e47f3ed9","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",15.016,"GPT-3",1,"Der Service war leider sehr langsam und unfreundlich.","2024-01-21T08:10:04.644927Z"
145,100.0,29570489,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:11:00.768965Z","fixed","b9f6bc03-a07e-4be9-842a-c2b35f8d1788","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",54.974,"GPT-3",1,"Das Essen ist zwar etwas teuer, aber es lohnt sich.","2024-01-21T08:11:00.768986Z"
146,100.0,29570493,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:11:09.726153Z","fixed","cf193fcc-a1b9-453a-8944-803179396cf5","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",8.04,"GPT-3",1,"Die Atmosphäre war leider sehr ungemütlich.","2024-01-21T08:11:09.726170Z"
147,100.0,29570497,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:11:18.288240Z","fixed","fd9d209b-cb52-4091-a5ab-9c5983ce93ff","[{""end"":36,""text"":""Restaurant"",""start"":26,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":64,""text"":""Atmosphäre"",""start"":54,""labels"":[""AMBIENCE-POSITIVE""]}]","",7.735,"GPT-3",1,"Ein sehr empfehlenswertes Restaurant mit einer tollen Atmosphäre.","2024-01-21T08:11:18.288256Z"
148,100.0,29570503,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:11:32.726063Z","fixed","3c0f3349-2120-4d5d-891f-be756bcf5903","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",13.416,"GPT-3",1,"Das Essen war ausgezeichnet.","2024-01-21T08:11:32.726079Z"
149,100.0,29559206,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:23:26.404386Z","fixed","a0977229-20a1-4b89-b59e-3d520506edc7","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",3.832,"GPT-3",1,"Das Essen war wirklich lecker.","2024-01-20T13:23:26.404405Z"
150,100.0,29570508,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:11:42.160767Z","fixed","61427e57-0c9d-43e3-9b91-67b94e25ee3a","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","[{""end"":75,""text"":""der Eindruck enttäuschend"",""start"":50,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",8.395,"GPT-3",1,"Das Essen war wirklich lecker, aber insgesamt war der Eindruck enttäuschend.","2024-01-21T08:11:42.160789Z"
151,100.0,29570512,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:11:51.185525Z","fixed","a2d07269-1130-4ede-ac92-c91bf130bf08","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","[{""end"":51,""text"":""insgesamt war der Eindruck"",""start"":25,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",7.842,"GPT-3",1,"Das Essen war okay, aber insgesamt war der Eindruck negativ.","2024-01-21T08:11:51.185548Z"
152,100.0,29570520,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:12:16.249118Z","fixed","b4d63cb1-efda-49c5-b4f9-d0c5fbae2808","[{""end"":47,""text"":""Atmosphäre"",""start"":37,""labels"":[""AMBIENCE-NEUTRAL""]}]","",23.849,"GPT-3",1,"Das Lokal hat eine durchschnittliche Atmosphäre.","2024-01-21T08:12:16.249143Z"
153,100.0,29570526,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:12:32.626546Z","fixed","1dce40cc-2a78-4186-a36c-ef4988495e0e","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":41,""text"":""Service"",""start"":34,""labels"":[""SERVICE-NEGATIVE""]}]","[{""end"":90,""text"":""war der Eindruck"",""start"":74,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",15.261,"GPT-3",1,"Die Atmosphäre war okay, aber der Service war sehr schlecht und insgesamt war der Eindruck nicht gut.","2024-01-21T08:12:32.626564Z"
154,100.0,29559259,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:28:35.329915Z","fixed","9d01f7bc-8cf6-408e-a6af-43a7dce48908","","[{""end"":6,""text"":""war"",""start"":3,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",8.219999999999999,"GPT-3",1,"Es war okay.","2024-01-20T13:29:08.816803Z"
155,100.0,29558907,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:02:53.380919Z","fixed","823a6266-5555-4d47-a16b-79cf8fe16a89","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",3.045,"GPT-3",1,"Die Preise sind viel zu hoch.","2024-01-20T13:02:53.380933Z"
156,100.0,29570536,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:12:48.076204Z","fixed","d94cccdc-5994-49ce-89d1-9251ba83bef9","[{""end"":30,""text"":""Preis-Leistungs-Verhältnis"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",14.604,"GPT-3",1,"Das Preis-Leistungs-Verhältnis ist angemessen.","2024-01-21T08:12:48.076224Z"
157,100.0,29558801,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:57:52.321580Z","fixed","93bf8a56-1da8-4e4e-9648-d1182262c074","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.851,"GPT-3",1,"Der Service war in Ordnung.","2024-01-20T12:57:52.321596Z"
158,100.0,29570552,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:13:37.093563Z","fixed","372a8479-9bbf-47ef-8038-c85b36a78005","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":44,""text"":""Ambiente"",""start"":36,""labels"":[""AMBIENCE-NEUTRAL""]}]","",48.2,"GPT-3",1,"Das Essen war sehr lecker, aber das Ambiente war eher durchschnittlich.","2024-01-21T08:13:37.093578Z"
159,100.0,29570566,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:13:56.124376Z","fixed","88a338e4-19ac-40c5-bbb6-c8cb41e7a206","[{""end"":52,""text"":""Restaurant"",""start"":42,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",18.024,"GPT-3",1,"Leider war mein Gesamteindruck von diesem Restaurant eher negativ.","2024-01-21T08:13:56.124394Z"
160,100.0,29570576,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:14:17.107258Z","fixed","4d93f08e-5383-4240-b26a-10a72994d5ec","[{""end"":33,""text"":""Restaurant"",""start"":23,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",20.141,"GPT-3",1,"Leider war ich von dem Restaurant insgesamt enttäuscht.","2024-01-21T08:14:17.107274Z"
161,100.0,29570603,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:14:54.211306Z","fixed","6dd6d80e-b117-465c-8392-b717ef35661d","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",36.267,"GPT-3",1,"Das Personal war sehr aufmerksam und zuvorkommend.","2024-01-21T08:14:54.211323Z"
162,100.0,29559086,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:15:06.263899Z","fixed","528ea346-d4ca-4e88-996f-d88a490bd2ad","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",14.436,"GPT-3",1,"Die Preise waren angemessen.","2024-01-20T13:15:06.263915Z"
163,100.0,29570607,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:15:01.216708Z","fixed","32a6f31d-ba3d-4101-9db1-d642d29e947a","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",6.036,"GPT-3",1,"Der Service war okay.","2024-01-21T08:15:01.216726Z"
164,100.0,29570611,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:15:08.195907Z","fixed","835bbe96-5484-4fc9-b78e-5557a8f07da3","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",5.822,"GPT-3",1,"Die Atmosphäre war okay.","2024-01-21T08:15:08.195923Z"
165,100.0,29559002,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:09:59.716651Z","fixed","20495b3c-0555-4f5b-9fe9-fb07b3dfa8d2","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",1.964,"GPT-3",1,"Das Essen war leider nicht besonders gut.","2024-01-20T13:09:59.716667Z"
166,100.0,29570612,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:15:17.328693Z","fixed","a4f431ff-1ad6-4447-9d8a-be1b80d58e05","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",8.02,"GPT-3",1,"Das Restaurant war okay.","2024-01-21T08:15:17.328708Z"
167,100.0,29570633,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:15:46.137915Z","fixed","c8ea2329-5b4a-474a-a93e-1ab01f67f97c","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":40,""text"":""Ambiente"",""start"":32,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":121,""text"":""Restaurant"",""start"":111,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",27.891,"GPT-3",1,"Das Essen war enttäuschend, das Ambiente war in Ordnung, aber insgesamt hatte ich einen negativen Eindruck vom Restaurant.","2024-01-21T08:15:46.137932Z"
168,100.0,29570638,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:15:55.078704Z","fixed","4cc7cd48-e173-4d17-b288-e170ecb68eed","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":50,""text"":""Service"",""start"":43,""labels"":[""SERVICE-NEGATIVE""]}]","",8.147,"GPT-3",1,"Die Atmosphäre ist sehr angenehm, aber der Service lässt zu wünschen übrig.","2024-01-21T08:15:55.078724Z"
169,100.0,29559089,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:15:29.031230Z","fixed","7bb64e05-7ddf-4346-8314-e6d4425c0951","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]},{""end"":37,""text"":""Preise"",""start"":31,""labels"":[""PRICE-POSITIVE""]}]","",21.824,"GPT-3",1,"Der Service war okay, aber die Preise waren angemessen.","2024-01-20T13:15:29.031247Z"
170,100.0,29570641,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:16:07.141208Z","fixed","c211c153-1003-4fc6-bc40-0dcba00f390a","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":49,""text"":""Essen"",""start"":44,""labels"":[""FOOD-NEGATIVE""]}]","",11.073,"GPT-3",1,"Die Atmosphäre war sehr ungemütlich und das Essen hat leider überhaupt nicht geschmeckt.","2024-01-21T08:16:07.141225Z"
171,100.0,29570656,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:16:41.293247Z","fixed","e7f984fb-94ff-44c6-84e6-fc846bfd5a60","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",33.371,"GPT-3",1,"Der Service war enttäuschend.","2024-01-21T08:16:41.293263Z"
172,100.0,29570669,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:16:59.223401Z","fixed","33d3c177-8a36-4364-a8e5-e2ca6a8e5ad9","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",17.066,"GPT-3",1,"Das Essen war okay, aber nichts Besonderes.","2024-01-21T08:16:59.223419Z"
173,100.0,29570675,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:17:07.730109Z","fixed","608333f3-796d-47f9-abc6-6ce96640666a","[{""end"":15,""text"":""Einrichtung"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":46,""text"":""Musik"",""start"":41,""labels"":[""AMBIENCE-NEGATIVE""]}]","",7.595,"GPT-3",1,"Die Einrichtung ist sehr schön, aber die Musik ist viel zu laut.","2024-01-21T08:17:07.730124Z"
174,100.0,29570697,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:17:40.769386Z","fixed","6d861877-9c2b-45bd-911d-95e2e25ca6db","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":67,""text"":""Service"",""start"":60,""labels"":[""SERVICE-POSITIVE""]}]","[{""end"":51,""text"":""Gesamtbild ist okay"",""start"":32,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",31.824,"GPT-3",1,"Die Preise sind angemessen, das Gesamtbild ist okay und der Service ist gut.","2024-01-21T08:17:40.769405Z"
175,100.0,29558974,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:08:01.393650Z","fixed","3d5bf8e6-7f1d-41c9-b5bd-4e228dda0a82","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":47,""text"":""Service"",""start"":40,""labels"":[""SERVICE-POSITIVE""]},{""end"":69,""text"":""Essen"",""start"":64,""labels"":[""FOOD-NEGATIVE""]}]","",21.089,"GPT-3",1,"Die Preise sind ziemlich hoch, aber der Service war gut und das Essen war enttäuschend.","2024-01-20T13:08:01.393667Z"
176,100.0,29570736,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:18:49.455778Z","fixed","81d7d602-a6cc-4bc0-84c9-0bf8bdc3d080","[{""end"":52,""text"":""Atmosphäre"",""start"":42,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":68,""text"":""Einrichtung"",""start"":57,""labels"":[""AMBIENCE-NEUTRAL""]}]","",67.518,"GPT-3",1,"Das Restaurant hat eine durchschnittliche Atmosphäre und Einrichtung.","2024-01-21T08:18:49.455794Z"
177,100.0,29559052,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:12:57.062950Z","fixed","48ed4ed2-d571-44bd-a6ed-d9ec4937fa21","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",10.028,"GPT-3",1,"Der Service war durchschnittlich.","2024-01-20T13:12:57.062967Z"
178,100.0,29570752,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:19:15.669790Z","fixed","e9963fec-1237-471f-b89a-8cda1640991e","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",25.112,"GPT-3",1,"Das Essen war leider enttäuschend.","2024-01-21T08:19:15.669809Z"
179,100.0,29559090,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:15:33.591922Z","fixed","fc76128f-4a66-4cf1-93e5-d5198d1da3af","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",3.658,"GPT-3",1,"Die Preise waren angemessen.","2024-01-20T13:15:33.591940Z"
180,100.0,29570766,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:19:43.044867Z","fixed","2003285c-3434-46be-8370-64759f4c22ee","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":37,""text"":""Essen"",""start"":32,""labels"":[""FOOD-NEUTRAL""]},{""end"":63,""text"":""Ambiente"",""start"":55,""labels"":[""AMBIENCE-NEUTRAL""]}]","",26.361,"GPT-3",1,"Die Preise sind etwas hoch, das Essen ist okay und das Ambiente ist durchschnittlich.","2024-01-21T08:19:43.044888Z"
181,100.0,29558749,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:55:17.943996Z","fixed","178dca98-f961-47cf-96e3-f2b71aac936b","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",2.381,"GPT-3",1,"Die Preise sind angemessen.","2024-01-20T12:55:17.944012Z"
182,100.0,29558752,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:55:19.968897Z","fixed","39c9f936-1b21-4cc3-9acf-c2c262e7d64d","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.189,"GPT-3",1,"Die Preise sind angemessen.","2024-01-20T12:55:19.968913Z"
183,100.0,29570774,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:20:00.061268Z","fixed","fc16289c-14ff-4d31-9659-345a8d75bd57","[{""end"":57,""text"":""Restaurant"",""start"":47,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",16.027,"GPT-3",1,"Ich war enttäuscht von meinem Besuch in diesem Restaurant.","2024-01-21T08:20:00.061285Z"
184,100.0,29559260,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:28:38.752637Z","fixed","a8e2ff49-c813-400d-b899-f2e7cc0bd7c4","","[{""end"":6,""text"":""war"",""start"":3,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",10.061,"GPT-3",1,"Es war okay.","2024-01-20T13:29:18.694459Z"
185,100.0,29570779,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:20:09.881928Z","fixed","d3d4e0ef-c62d-48a5-b805-22ac1fede777","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",9.023,"GPT-3",1,"Die Preise sind etwas zu hoch.","2024-01-21T08:20:09.881960Z"
186,100.0,29570809,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:21:08.946108Z","fixed","581d2147-6fa0-46c4-9351-8f23f687bd88","[{""end"":46,""text"":""Restaurant"",""start"":36,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":73,""text"":""Atmosphäre"",""start"":63,""labels"":[""AMBIENCE-POSITIVE""]}]","",58.153,"GPT-3",1,"Ein wirklich tolles und gemütliches Restaurant mit einer super Atmosphäre.","2024-01-21T08:21:08.946125Z"
