"Unnamed: 0","agreement","annotation_id","annotator","aspect_available_without_judgement","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","updated_at"
3,100.0,30081361,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:24:30.396254Z","fixed","8c3aa26a-b7b4-492c-98c1-4412e4a3ce43","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",28.962,"GPT-3",5,"Die Atmosphäre war weder besonders gut noch schlecht.","2024-02-01T09:24:30.396275Z"
4,100.0,30081605,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:30:26.673476Z","fixed","f4f84e43-351a-4312-b90e-c68cfd211b24","[{""end"":52,""text"":""Atmosphäre"",""start"":42,""labels"":[""AMBIENCE-NEUTRAL""]}]","",355.427,"GPT-3",5,"Das Restaurant hat eine durchschnittliche Atmosphäre.","2024-02-01T09:30:26.673496Z"
5,100.0,30081615,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:30:37.129077Z","fixed","7a896d85-e262-46d2-81ca-f3701f17c34e","[{""end"":9,""text"":""Musik"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":37,""text"":""Service"",""start"":30,""labels"":[""SERVICE-NEUTRAL""]}]","",9.499,"GPT-3",5,"Die Musik war zu laut und der Service war in Ordnung.","2024-02-01T09:30:37.129092Z"
6,100.0,30078786,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:50:03.056470Z","fixed","3bcbae07-c0cf-46e7-acb2-8375330b8302","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":44,""text"":""Essen"",""start"":39,""labels"":[""FOOD-POSITIVE""]}]","",15.019,"GPT-3",5,"Der Service war enttäuschend, aber das Essen war ausgezeichnet.","2024-02-01T08:50:03.056489Z"
7,100.0,30081620,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:30:45.695460Z","fixed","ff2d6105-ed30-44c8-bc0d-cc71aabba69d","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",7.697,"GPT-3",5,"Das Personal war sehr freundlich und aufmerksam.","2024-02-01T09:30:45.695477Z"
8,100.0,30081630,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:30:56.517064Z","fixed","d507ec65-d6a1-4264-b781-481af00dfce2","[{""end"":9,""text"":""Musik"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",9.945,"GPT-3",5,"Die Musik war viel zu laut und hat die Atmosphäre negativ beeinflusst.","2024-02-01T09:30:56.517083Z"
9,100.0,30081636,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:31:01.494281Z","fixed","3c852772-6c53-49b8-ad59-9d303bfc6e19","[{""end"":9,""text"":""Pasta"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",4.134,"GPT-3",5,"Die Pasta war leider zu salzig.","2024-02-01T09:31:01.494305Z"
10,100.0,30077280,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:34:08.104705Z","fixed","c9f5044e-73a5-4f43-9070-318efd0f1fea","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",3.767,"GPT-3",5,"Das Personal war sehr unfreundlich und unprofessionell.","2024-02-01T08:34:08.104725Z"
11,100.0,30077289,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:34:12.515352Z","fixed","fab55867-ac17-4aa8-8f00-357b1d1dc1d8","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",3.244,"GPT-3",5,"Das Personal war sehr unfreundlich und unprofessionell.","2024-02-01T08:34:12.515373Z"
12,100.0,30081640,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:31:08.456679Z","fixed","19175e14-1ec1-4009-b12e-b66e38cd4ffe","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",6.124,"GPT-3",5,"Das Restaurant hat uns enttäuscht.","2024-02-01T09:31:08.456704Z"
13,100.0,30081659,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:31:36.401403Z","fixed","9d337853-fc99-4ef7-a641-cb11247300b9","[{""end"":15,""text"":""Einrichtung"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",27.095,"GPT-3",5,"Die Einrichtung ist modern und gemütlich.","2024-02-01T09:31:36.401423Z"
14,100.0,30081661,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:31:44.259877Z","fixed","f7dd0414-0e7d-4d5b-b652-e430e3bca924","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",7.009,"GPT-3",5,"Der Service war in Ordnung.","2024-02-01T09:31:44.259894Z"
15,100.0,30078810,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:50:13.143177Z","fixed","84182a41-b9ae-4d42-b50e-3705a13b52ef","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","[{""end"":66,""text"":""war ich nicht beeindruckt"",""start"":41,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",9.167,"GPT-3",5,"Das Essen war in Ordnung, aber insgesamt war ich nicht beeindruckt.","2024-02-01T08:50:13.143194Z"
16,100.0,30081670,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:31:58.046283Z","fixed","92369f39-6394-4a8c-bc52-da1223b2f645","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":69,""text"":""Service"",""start"":62,""labels"":[""SERVICE-POSITIVE""]}]","",12.93,"GPT-3",5,"Das Restaurant bietet eine tolle Auswahl an Gerichten und der Service ist sehr freundlich.","2024-02-01T09:31:58.046300Z"
17,100.0,30076611,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:26:08.018441Z","fixed","d4226825-1443-4cd4-aaee-eade2ef8a50d","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.27,"GPT-3",5,"Die Preise sind angemessen.","2024-02-01T08:26:08.018458Z"
18,100.0,30081683,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:32:11.545674Z","fixed","f542a1e2-2c45-40e7-8bbf-fa05e981ab75","[{""end"":15,""text"":""Einrichtung"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",12.617,"GPT-3",5,"Die Einrichtung des Restaurants ist schlicht und unauffällig.","2024-02-01T09:32:11.545693Z"
19,100.0,30078843,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:50:35.505910Z","fixed","25e9b627-24d2-4111-a0f9-7fccfa2064c9","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":39,""text"":""Service"",""start"":32,""labels"":[""SERVICE-NEUTRAL""]},{""end"":102,""text"":""Atmosphäre"",""start"":92,""labels"":[""AMBIENCE-POSITIVE""]}]","[{""end"":153,""text"":""Besuch eher durchschnittlich"",""start"":125,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",21.445,"GPT-3",5,"Das Essen war enttäuschend, der Service war in Ordnung, das Restaurant hatte eine angenehme Atmosphäre und insgesamt war der Besuch eher durchschnittlich.","2024-02-01T08:50:35.505929Z"
20,100.0,30081700,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:32:29.122804Z","fixed","3d2a1104-fce8-4187-8bf1-58e997388796","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]},{""end"":87,""text"":""Ambiente"",""start"":79,""labels"":[""AMBIENCE-NEGATIVE""]}]","[{""end"":55,""text"":""war der Eindruck"",""start"":39,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",16.751,"GPT-3",5,"Die Preise waren zu hoch und insgesamt war der Eindruck eher neutral, auch das Ambiente war nicht besonders.","2024-02-01T09:32:29.122821Z"
21,100.0,30077354,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:34:55.463983Z","fixed","b5c8e647-cf1e-479e-84bd-be6f21dd1c8b","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":34,""text"":""Getränke"",""start"":26,""labels"":[""FOOD-NEUTRAL""]},{""end"":69,""text"":""Dessert"",""start"":62,""labels"":[""FOOD-NEGATIVE""]}]","",10.133,"GPT-3",5,"Das Essen war lecker, die Getränke waren in Ordnung, aber der Dessert war enttäuschend.","2024-02-01T08:34:55.464001Z"
22,100.0,30078864,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:50:54.671381Z","fixed","a41d9280-ff03-464d-bde8-33c007c48ec0","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":40,""text"":""Service"",""start"":33,""labels"":[""SERVICE-NEGATIVE""]},{""end"":81,""text"":""Essen"",""start"":76,""labels"":[""FOOD-POSITIVE""]},{""end"":120,""text"":""Ambiente"",""start"":112,""labels"":[""AMBIENCE-NEGATIVE""]}]","",18.246,"GPT-3",5,"Die Preise waren angemessen, der Service ließ jedoch zu wünschen übrig, das Essen war jedoch sehr gut, aber das Ambiente war nicht besonders schön.","2024-02-01T08:50:54.671404Z"
23,100.0,30077134,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:32:33.439323Z","fixed","ca49d4d7-e94a-4c4e-91d2-dca3ca965e85","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":39,""text"":""Service"",""start"":32,""labels"":[""SERVICE-NEUTRAL""]},{""end"":69,""text"":""Preise"",""start"":63,""labels"":[""PRICE-POSITIVE""]}]","",18.294,"GPT-3",5,"Das Essen war hervorragend, der Service war in Ordnung und die Preise waren angemessen.","2024-02-01T08:32:33.439386Z"
24,100.0,30078870,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:51:02.302695Z","fixed","e8675423-62ad-42c4-ba0b-fab27f270c26","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",6.322,"GPT-3",5,"Das Essen war leider ungenießbar.","2024-02-01T08:51:02.302717Z"
25,100.0,30077379,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:35:17.383759Z","fixed","1c6a1eaa-149c-4601-bb4b-bfe3a0df6d22","[{""end"":9,""text"":""Pizza"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":44,""text"":""Pasta-Gericht"",""start"":31,""labels"":[""FOOD-NEUTRAL""]},{""end"":94,""text"":""Preis-Leistungs-Verhältnis"",""start"":68,""labels"":[""PRICE-POSITIVE""]}]","",20.925,"GPT-3",5,"Die Pizza war sehr lecker, das Pasta-Gericht war in Ordnung und das Preis-Leistungs-Verhältnis stimmte.","2024-02-01T08:35:17.383776Z"
26,100.0,30076617,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:26:09.948910Z","fixed","1bbd7b7a-3302-4ce3-9baf-82d768d65b88","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.109,"GPT-3",5,"Die Preise sind angemessen.","2024-02-01T08:26:09.948929Z"
27,100.0,30081703,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:32:37.563574Z","fixed","258fa150-6f90-4d64-b02b-0e447ff50e27","[{""end"":15,""text"":""Einrichtung"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",7.585,"GPT-3",5,"Die Einrichtung war etwas veraltet und wirkte nicht sehr gemütlich.","2024-02-01T09:32:37.563593Z"
28,100.0,30078895,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:51:17.531066Z","fixed","acb2f891-81ca-4246-9c27-5641cc75fae6","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]},{""end"":42,""text"":""Essen"",""start"":37,""labels"":[""FOOD-POSITIVE""]},{""end"":88,""text"":""Ambiente"",""start"":80,""labels"":[""AMBIENCE-POSITIVE""]}]","",14.389,"GPT-3",5,"Der Service war sehr aufmerksam, das Essen hat ausgezeichnet geschmeckt und das Ambiente war angenehm.","2024-02-01T08:51:17.531086Z"
29,100.0,30078924,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:51:42.156998Z","fixed","ec304d1a-6e1a-4510-affa-871c706b9e0b","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":58,""text"":""Restaurants"",""start"":47,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]},{""end"":85,""text"":""Service"",""start"":78,""labels"":[""SERVICE-NEUTRAL""]}]","[{""end"":146,""text"":""war es trotzdem eine positive"",""start"":117,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",23.472,"GPT-3",5,"Das Essen war enttäuschend, das Gesamtbild des Restaurants war nicht gut, der Service war in Ordnung, aber insgesamt war es trotzdem eine positive Erfahrung.","2024-02-01T08:51:42.157016Z"
30,100.0,30081706,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:32:41.514252Z","fixed","cdc0efd1-f2ec-416d-8277-43b733ba79a8","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",3.09,"GPT-3",5,"Das Restaurant hat uns enttäuscht.","2024-02-01T09:32:41.514271Z"
31,100.0,30081712,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:32:52.262939Z","fixed","481a2967-c60b-4865-99bb-a7c71a2669d0","[{""end"":40,""text"":""Atmosphäre"",""start"":30,""labels"":[""AMBIENCE-POSITIVE""]}]","[{""end"":68,""text"":""kommen gerne wieder"",""start"":49,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",9.886,"GPT-3",5,"Das Restaurant hat eine tolle Atmosphäre und wir kommen gerne wieder.","2024-02-01T09:32:52.262957Z"
32,100.0,30081733,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:33:26.605643Z","fixed","e9359a8d-0611-4d1c-b93b-373af7c41f47","[{""end"":42,""text"":""Restaurant"",""start"":32,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",33.468,"GPT-3",5,"Wir waren von unserem Besuch im Restaurant sehr enttäuscht.","2024-02-01T09:33:26.605660Z"
33,100.0,30081746,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:33:38.988186Z","fixed","7eac1ff6-6987-4412-8707-67342a2e8c65","[{""end"":9,""text"":""Musik"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":45,""text"":""Restaurant"",""start"":35,""labels"":[""AMBIENCE-NEGATIVE""]}]","",11.526,"GPT-3",5,"Die Musik war viel zu laut und das Restaurant wirkte sehr ungemütlich.","2024-02-01T09:33:38.988207Z"
34,100.0,30081773,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:34:10.649736Z","fixed","7e48c2d6-59f3-48ad-95fb-39ff0b94f852","[{""end"":92,""text"":""Atmosphäre"",""start"":82,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":109,""text"":""Service"",""start"":102,""labels"":[""SERVICE-POSITIVE""]}]","",30.727,"GPT-3",5,"Das Restaurant hat eine außergewöhnlich schöne und zur richtigen Zeit auch ruhige Atmosphäre, und der Service ist freundlich und schnell.","2024-02-01T09:34:10.649754Z"
35,100.0,30081791,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:34:29.649391Z","fixed","8c5e6678-5ea8-497f-b553-e0f8eca4de3c","[{""end"":53,""text"":""Atmosphäre"",""start"":43,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":84,""text"":""Beleuchtung"",""start"":73,""labels"":[""AMBIENCE-NEGATIVE""]}]","",18.142,"GPT-3",5,"Das Restaurant hat eine insgesamt positive Atmosphäre, jedoch könnte die Beleuchtung etwas schöner sein.","2024-02-01T09:34:29.649408Z"
36,100.0,30078946,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:52:05.637517Z","fixed","fd2ca360-ecd1-4b8d-a1b1-cf5e58c8921d","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]},{""end"":43,""text"":""Preise"",""start"":37,""labels"":[""PRICE-NEGATIVE""]},{""end"":75,""text"":""Essen"",""start"":70,""labels"":[""FOOD-POSITIVE""]}]","",22.512,"GPT-3",5,"Der Service war in Ordnung, aber die Preise waren zu hoch, obwohl das Essen gut war.","2024-02-01T08:52:05.637535Z"
37,100.0,30081803,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:34:43.863693Z","fixed","e6e21525-99ed-41c1-a2d9-81ef8ceceb3e","[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",13.341,"GPT-3",5,"Die Speisen waren köstlich und haben uns sehr gut geschmeckt.","2024-02-01T09:34:43.863710Z"
38,100.0,30081819,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:35:10.320844Z","fixed","6ff330a9-96be-4d9c-aa91-de08b6685415","[{""end"":9,""text"":""Musik"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","[{""end"":58,""text"":""Eindruck eher"",""start"":45,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",25.342,"GPT-3",5,"Die Musik war zu laut, und insgesamt war der Eindruck eher neutral.","2024-02-01T09:35:10.320868Z"
39,100.0,30081841,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:35:40.555581Z","fixed","908e76e4-325a-4888-b33c-fdb29c192824","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]},{""end"":114,""text"":""Restaurant"",""start"":104,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":137,""text"":""Atmosphäre"",""start"":127,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":181,""text"":""Beleuchtung"",""start"":170,""labels"":[""AMBIENCE-POSITIVE""]}]","",29.354,"GPT-3",5,"Der Service war sehr freundlich und zuvorkommend, insgesamt hatten wir einen positiven Eindruck von dem Restaurant, obwohl die Atmosphäre etwas ungemütlich war, aber die Beleuchtung hat uns gut gefallen.","2024-02-01T09:35:40.555604Z"
40,100.0,30076757,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:28:00.890275Z","fixed","b5a53df1-6a99-4f26-8049-a892127e3ea7","[{""end"":40,""text"":""Atmosphäre"",""start"":30,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":54,""text"":""Essen"",""start"":49,""labels"":[""FOOD-POSITIVE""]}]","",6.243,"GPT-3",5,"Das Restaurant hat eine tolle Atmosphäre und das Essen war köstlich.","2024-02-01T08:28:00.890295Z"
41,100.0,30077233,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:33:36.885697Z","fixed","205f161e-e824-4fd6-8aa4-88193a350a0f","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",3.461,"GPT-3",5,"Das Restaurant war okay, aber nichts Besonderes.","2024-02-01T08:33:36.885717Z"
42,100.0,30078974,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:52:27.878340Z","fixed","fda4be45-def2-4af7-878b-3f66c809f557","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":37,""text"":""Essen"",""start"":32,""labels"":[""FOOD-NEUTRAL""]},{""end"":64,""text"":""Service"",""start"":57,""labels"":[""SERVICE-NEGATIVE""]}]","",21.134,"GPT-3",5,"Die Preise sind angemessen, das Essen ist okay, aber der Service lässt zu wünschen übrig.","2024-02-01T08:52:27.878359Z"
43,100.0,30076621,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:26:12.214562Z","fixed","981738a0-6b62-4801-a9c5-72859c43fd15","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.416,"GPT-3",5,"Die Preise sind angemessen.","2024-02-01T08:26:12.214580Z"
44,100.0,30078982,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:52:35.549180Z","fixed","81cdaa92-d669-4af0-9391-7a32e61f052e","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",5.974,"GPT-3",5,"Das Essen war leider nicht gut.","2024-02-01T08:52:35.549196Z"
45,100.0,30081861,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:36:05.082303Z","fixed","5fcace1e-5200-4961-865f-ef4eff46817d","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",23.653,"GPT-3",5,"Das Personal war unfreundlich und überfordert.","2024-02-01T09:36:05.082319Z"
46,100.0,30081883,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:36:31.801125Z","fixed","220ce7d3-9778-43f7-8c16-0acc1b42dd3a","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",32.354,"GPT-3",5,"Das Restaurant war sehr laut und ungemütlich.","2024-02-01T11:43:12.804260Z"
47,100.0,30081892,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:36:41.322173Z","fixed","140a7acb-fe88-4844-817c-d4e1c0f8d1d2","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",8.656,"GPT-3",5,"Die Preise sind viel zu hoch für die gebotene Qualität.","2024-02-01T09:36:41.322197Z"
48,100.0,30081909,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:37:04.790147Z","fixed","2515f049-cf0b-45bd-bb43-168b9b3f7e3f","","[{""end"":44,""text"":""durchschnittlicher Besuch, nichts"",""start"":11,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",22.658,"GPT-3",5,"Es war ein durchschnittlicher Besuch, nichts Besonderes.","2024-02-01T09:37:04.790170Z"
49,100.0,30076842,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:28:53.465449Z","fixed","5ca64bef-d630-4d00-ac66-0a251c2f692a","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",1.285,"GPT-3",5,"Das Personal war sehr freundlich und zuvorkommend.","2024-02-01T08:28:53.465469Z"
50,100.0,30079007,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:52:54.213070Z","fixed","bc9003a5-1d87-462b-8ae7-0d6a187582fe","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":39,""text"":""Preise"",""start"":33,""labels"":[""PRICE-NEGATIVE""]}]","",17.717,"GPT-3",5,"Das Essen war zwar gut, aber die Preise waren etwas hoch.","2024-02-01T08:52:54.213088Z"
51,100.0,30081934,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:37:34.101782Z","fixed","a131fe7b-1001-4dea-925c-905be19b24a5","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",28.486,"GPT-3",5,"Das Restaurant hat uns insgesamt enttäuscht.","2024-02-01T09:37:34.101800Z"
52,100.0,30081938,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:37:39.979110Z","fixed","16471d6f-6376-4546-804b-b5badc457364","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",5.061,"GPT-3",5,"Der Service war in Ordnung.","2024-02-01T09:37:39.979130Z"
53,100.0,30079124,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:54:16.661008Z","fixed","017d5b2e-b94e-494a-a4cc-aeeb7bc23dc5","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",81.499,"GPT-3",5,"Das Essen war wirklich köstlich.","2024-02-01T08:54:16.661027Z"
54,100.0,30081944,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:37:46.573479Z","fixed","fc1ba1ab-798f-4bbf-ad38-a028b3257617","[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",5.708,"GPT-3",5,"Die Bedienung war sehr unfreundlich und langsam.","2024-02-01T09:37:46.573508Z"
55,100.0,30079142,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:54:26.909794Z","fixed","b8cbf3a6-536a-4395-982a-7563249fa3bb","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":83,""text"":""Restaurant"",""start"":73,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",9.281,"GPT-3",5,"Das Essen war leider nicht besonders gut und insgesamt waren wir von dem Restaurant enttäuscht.","2024-02-01T08:54:26.909813Z"
56,100.0,30076627,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:26:15.353120Z","fixed","add104f2-fc6d-43b1-a9c7-c0922f4341b7","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",2.305,"GPT-3",5,"Die Preise sind angemessen.","2024-02-01T08:26:15.353138Z"
57,100.0,30076846,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T08:28:55.661132Z","fixed","1ea372ff-47c5-4036-a0b4-7c57bf3f3426","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",1.403,"GPT-3",5,"Das Personal war sehr freundlich und zuvorkommend.","2024-02-01T08:28:55.661150Z"
58,100.0,30081952,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:38:03.939089Z","fixed","6d90b275-f4fa-4b97-acf0-e615efabed92","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",16.511,"GPT-3",5,"Das Personal war sehr freundlich und aufmerksam.","2024-02-01T09:38:03.939111Z"
59,100.0,30081965,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:38:14.589905Z","fixed","de865bae-0c45-4fda-b869-bb5eb601cedd","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",9.779,"GPT-3",5,"Der Service war durchschnittlich, weder besonders gut noch schlecht.","2024-02-01T09:38:14.589930Z"
60,100.0,30081978,"nils-constantin.hellwig@stud.uni-regensburg.de","","2024-02-01T09:38:29.154478Z","fixed","1e86667a-0e7e-4aa0-b0ef-cc9fbbfde414","[{""end"":14,""text"":""Lautstärke"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":63,""text"":""Preise"",""start"":57,""labels"":[""PRICE-NEGATIVE""]}]","",13.617,"GPT-3",5,"Die Lautstärke im Restaurant war unangenehm hoch und die Preise waren übertrieben hoch.","2024-02-01T09:38:29.154495Z"
