agreement,annotation_id,annotator,aspect_available_without_judgement,created_at,few_shot_condtion,id,label-explicit,label-implicit,lead_time,model,split,text,two_or_more_sentences,updated_at
100.0,29393708,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:40:11.916877Z,random,b57102de-5e7d-4b1d-b3ea-fe625287b984,,,38.113,Llama70B,1,Der Preis ist für die Größe der Portionen allerdings sehr hoch.Dazu war das Essen sehr gut und auch die Getränke waren sehr lecker.,Two or more sentences,2024-01-17T14:40:11.916906Z
100.0,29393719,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:40:28.682385Z,random,06940d1b-7f85-478a-9b4a-7828a53da613,"[{""end"":17,""text"":""Atmosphäre"",""start"":7,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":64,""text"":""Personal"",""start"":56,""labels"":[""SERVICE-POSITIVE""]}]",,13.931,Llama70B,1,"Schöne Atmosphäre, sehr freundliches und zuvorkommendes Personal.",,2024-01-17T14:40:28.682409Z
100.0,29393727,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:40:33.308315Z,random,132fbe29-3035-45b1-bfa0-052920da8357,"[{""end"":11,""text"":""Speisen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]",,3.403,Llama70B,1,Die Speisen sind einfach nur lecker.,,2024-01-17T14:40:33.308332Z
100.0,29393733,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:40:38.889640Z,random,ae830f7f-ef5a-4cda-bcfa-7a66429ace24,"[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,4.626,Llama70B,1,Die Atmosphäre ist sehr schön.,,2024-01-17T14:40:38.889660Z
100.0,29393740,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:40:45.958497Z,random,4c36b83a-01de-485e-8251-d608e182a8bb,"[{""end"":15,""text"":""Speisen"",""start"":8,""labels"":[""FOOD-NEGATIVE""]}]",,6.166,Llama70B,1,Nur die Speisen waren nicht sehr schmackhaft.,,2024-01-17T14:40:45.958515Z
100.0,29393751,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:40:58.298958Z,random,300b0dd1-452f-4b3a-ae0a-694e25d24f8e,"[{""end"":33,""text"":""Preis\/Leistungsverhältnis"",""start"":8,""labels"":[""PRICE-POSITIVE""]}]",,11.279,Llama70B,1,Für das Preis/Leistungsverhältnis 4 von 5 Sternen.,,2024-01-17T14:40:58.298975Z
100.0,29393759,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:41:04.908247Z,random,23d4803b-f686-4737-aa52-98f9075cb94b,,"[{""end"":31,""text"":""in allem ein netter Abend"",""start"":6,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",5.389,Llama70B,1,Alles in allem ein netter Abend.,,2024-01-17T14:41:04.908266Z
100.0,29393772,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:41:15.788921Z,random,65aecb93-354b-45fd-afb9-04ff3596a31a,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":47,""text"":""Speisen"",""start"":40,""labels"":[""FOOD-POSITIVE""]},{""end"":71,""text"":""Fisch"",""start"":66,""labels"":[""FOOD-POSITIVE""]}]",,9.739,Llama70B,1,"Das Ambiente ist sehr gemütlich und die Speisen, insbesondere der Fisch, sind wirklich gut.",,2024-01-17T14:41:15.788948Z
100.0,29393779,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T14:41:21.197240Z,random,5de33dea-efde-4b8d-a93b-66720f0ca0bc,,,4.281,Llama70B,1,Wir waren überrascht von der Preisgestaltung.,,2024-01-17T14:41:21.197266Z
100.0,29393783,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:41:28.456026Z,random,f7c3d068-270c-46e0-a4ff-457c6d65a844,"[{""end"":7,""text"":""Service"",""start"":0,""labels"":[""SERVICE-POSITIVE""]}]",,5.631,Llama70B,1,Service war gut und schnell.,,2024-01-17T14:41:28.456042Z
100.0,29393803,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:41:52.698212Z,random,c1ccdafb-9dad-4507-952f-e842e19b8180,"[{""end"":41,""text"":""Location"",""start"":33,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]",,22.962,Llama70B,1,"Ein Restaurant mit einer schönen Location, das uns aber nicht überzeugen konnte.",,2024-01-17T14:41:52.698245Z
100.0,29393809,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:42:03.948066Z,random,1343f94a-b154-49c8-b4ea-44c479d03fbb,"[{""end"":41,""text"":""Essen"",""start"":36,""labels"":[""FOOD-NEUTRAL""]}]",,10.275,Llama70B,1,Aber wir hatten auch schon besseres Essen.,,2024-01-17T14:42:03.948081Z
100.0,29393834,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:42:33.296702Z,random,e15dad71-6827-4553-a616-eb67ae268379,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]",,27.341,Llama70B,1,Das Essen war nicht gut.,,2024-01-17T14:42:33.296724Z
100.0,29393854,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:42:47.124033Z,random,b8bbd908-c596-4220-9066-67034a86ae03,"[{""end"":31,""text"":""Tasse Kaffee"",""start"":19,""labels"":[""PRICE-NEGATIVE""]}]",,12.321,Llama70B,1,Der Preis für eine Tasse Kaffee ist unverschämt.,,2024-01-17T14:42:47.124051Z
100.0,29393871,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:43:05.583196Z,random,def11456-20ac-4858-8dee-10fd9aa9ea93,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,16.967,Llama70B,1,Das Ambiente ist nicht besonders ausgefallen.,,2024-01-17T14:43:05.583216Z
100.0,29393882,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:43:26.299198Z,random,5703fc4a-22ca-4f83-aac7-6e690950f844,"[{""end"":13,""text"":""Portionen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]",,18.719,Llama70B,1,Die Portionen sind klein.,,2024-01-17T14:43:26.299217Z
100.0,29393885,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:43:32.851968Z,random,6a8e8476-0d0c-4308-8874-6455b5166a82,,"[{""end"":45,""text"":""Abend dort und hatten einen"",""start"":18,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",5.44,Llama70B,1,Wir waren gestern Abend dort und hatten einen tollen Abend.,,2024-01-17T14:43:32.851987Z
100.0,29393897,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:43:44.270586Z,random,076b8b9a-aeff-48e8-bd98-f2e576cab2e7,"[{""end"":19,""text"":""Raum"",""start"":15,""labels"":[""AMBIENCE-NEGATIVE""]}]",,9.018,Llama70B,1,Leider war der Raum ziemlich leer.,,2024-01-17T14:43:44.270605Z
100.0,29393905,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:43:54.773442Z,random,7d9c02e8-8291-435b-ae1b-91a2e8d3b122,"[{""end"":29,""text"":""Bedienung"",""start"":20,""labels"":[""SERVICE-POSITIVE""]},{""end"":61,""text"":""Auswahl an Weinen"",""start"":44,""labels"":[""FOOD-POSITIVE""]}]",,9.594,Llama70B,1,Eine sehr angenehme Bedienung und eine gute Auswahl an Weinen.,,2024-01-17T14:43:54.773460Z
100.0,29393912,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:43:59.971201Z,random,3835d1ac-0dc1-4458-b4d7-978caf7f01ef,"[{""end"":19,""text"":""Essen"",""start"":14,""labels"":[""FOOD-POSITIVE""]}]",,4.33,Llama70B,1,Sehr leckeres Essen.,,2024-01-17T14:43:59.971218Z
100.0,29393924,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:44:12.120455Z,random,64ec891e-af85-4544-b041-d7ac63f665fc,"[{""end"":21,""text"":""Preisleistung"",""start"":8,""labels"":[""PRICE-POSITIVE""]}]",,11.256,Llama70B,1,Für die Preisleistung aber eher zufrieden.,,2024-01-17T14:44:12.120471Z
100.0,29393934,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:44:27.339070Z,random,1e9cd734-54aa-49cb-bf28-a3acd50e7d71,"[{""end"":13,""text"":""Essen"",""start"":8,""labels"":[""PRICE-NEGATIVE""]}]",,14.288,Llama70B,1,"Für ein Essen, das sich auf der Speisekarte gar nicht so toll ankündigt, ist es aber sehr teuer.",,2024-01-17T14:44:27.339089Z
100.0,29393955,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:44:52.050381Z,random,b372841d-c442-423a-a4c2-da3d57308b96,"[{""end"":30,""text"":""Service"",""start"":23,""labels"":[""SERVICE-NEGATIVE""]}]","[{""end"":14,""text"":""Etwas zu teuer"",""start"":0,""labels"":[""PRICE-NEGATIVE-no-phrase""]}]",23.737,Llama70B,1,Etwas zu teuer und das Service war nicht so gut.,,2024-01-17T14:44:52.050398Z
100.0,29393992,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T14:45:36.178912Z,random,dce713ec-5ab4-408a-bf6f-cf41050ad7e9,"[{""end"":73,""text"":""Preis"",""start"":68,""labels"":[""PRICE-NEGATIVE""]}]",,43.044,Llama70B,1,"Wir hatten uns ein Bier bestellt und waren dann schockiert, als der Preis mitgeteilt wurde.",,2024-01-17T14:45:36.178931Z
100.0,29394000,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:45:43.060914Z,random,0c6bfe49-22ba-4fd2-84eb-88dcf9ea9ad6,"[{""end"":14,""text"":""Käsekuchen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]",,6.025,Llama70B,1,Der Käsekuchen war einfach nur schlecht.,,2024-01-17T14:45:43.060932Z
100.0,29394016,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:45:58.858351Z,random,9947724b-ff72-4726-b19e-15c7b407b678,"[{""end"":61,""text"":""Ware"",""start"":57,""labels"":[""FOOD-NEGATIVE""]}]",,14.868,Llama70B,1,"Wir waren in der Küche und hatten den Eindruck, dass die Ware nicht mehr ganz frisch war.",,2024-01-17T14:45:58.858369Z
100.0,29394028,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:46:08.507459Z,random,d0aecb80-b5e6-4895-bf98-226e9de56fee,"[{""end"":18,""text"":""Service"",""start"":11,""labels"":[""SERVICE-NEGATIVE""]}]",,8.822,Llama70B,1,Einzig der Service ist nicht so gut wie erhofft.,,2024-01-17T14:46:08.507479Z
100.0,29394033,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T14:46:14.104554Z,random,7145d13b-3fad-4fef-a006-c6149a93842b,,,4.753,Llama70B,1,Wir bestellten ein Tapas-Menü für 2 Personen.,,2024-01-17T14:46:14.104572Z
100.0,29394037,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:46:18.857951Z,random,3c7f842a-13c6-4e59-a711-193b10e07d8d,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,3.975,Llama70B,1,Die Bedienung war sehr freundlich und hilfsbereit.,,2024-01-17T14:46:18.857972Z
100.0,29394042,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:46:24.824665Z,random,688b0811-d415-4167-9e05-cba23e381231,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,5.161,Llama70B,1,Das Ambiente ist nicht so schön.,,2024-01-17T14:46:24.824685Z
100.0,29394053,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:46:30.552399Z,random,8d04fb46-ebb4-480c-a4e6-27528c644205,"[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,4.959,Llama70B,1,Das Personal war nett und zuvorkommend.,,2024-01-17T14:46:30.552414Z
100.0,29390210,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T13:42:43.858059Z,random,7ab1874d-6b0b-4760-bde5-4c4e9807f57c,"[{""end"":7,""text"":""Service"",""start"":0,""labels"":[""SERVICE-NEUTRAL""]}]",,5.763,Llama70B,1,"Service war gut , aber nicht so besonderes.",,2024-01-17T13:42:43.858074Z
100.0,29394079,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T14:46:59.688426Z,random,a183b1bd-d1ea-4d9f-bc9c-7556943b55f1,,,27.982,Llama70B,1,"Für die Preise, die man hier zahlt, sollte der Service auch passen.",,2024-01-17T14:46:59.688448Z
100.0,29394100,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:47:18.042503Z,random,ea805440-a058-409d-933e-0745d3df34d7,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":40,""text"":""Brot"",""start"":36,""labels"":[""FOOD-NEGATIVE""]}]",,8.358,Llama70B,1,Das Essen war eher schlecht und das Brot zu hart.,,2024-01-17T14:47:18.042526Z
100.0,29394108,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:47:28.106612Z,random,85371874-45a1-430c-9f3c-ac62683f359f,"[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,9.287,Llama70B,1,Das Personal war sehr freundlich und hat uns bei der Auswahl geholfen.,,2024-01-17T14:47:28.106631Z
100.0,29394113,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:47:36.569758Z,random,877a1e0d-2e79-4a0b-a94f-d45ae618a153,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":31,""text"":""Personal"",""start"":23,""labels"":[""SERVICE-POSITIVE""]}]",,7.593,Llama70B,1,"Das Essen war gut, das Personal ist freundlich und zuvorkommend.",,2024-01-17T14:47:36.569775Z
100.0,29394123,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:47:46.716712Z,random,afa2d1c1-d713-49ee-ba4d-3c497e93aada,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":47,""text"":""Preise"",""start"":41,""labels"":[""PRICE-NEUTRAL""]}]",,17.464,Llama70B,1,"Die Bedienung war sehr langsam, aber die Preise sind in Ordnung.",,2024-01-17T15:08:55.346156Z
100.0,29394127,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:47:51.389473Z,random,ea4a8ef3-8e76-40e8-95f7-1a5b885bbc62,,"[{""end"":23,""text"":""kommen gerne wieder"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",3.822,Llama70B,1,Wir kommen gerne wieder.,,2024-01-17T14:47:51.389491Z
100.0,29394218,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:49:51.168543Z,random,e4b1204d-60c8-437c-b9fe-b45f06f10ff1,"[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]},{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,118.885,Llama70B,1,"Das Restaurant ist zwar sehr schön, aber auch sehr laut.",,2024-01-17T14:49:51.168560Z
100.0,29394236,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:50:11.454896Z,random,84e6f8fc-2d79-4c09-b49c-f3484ac9545f,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]",,19.213,Llama70B,1,"Die Bedienung war einwandfrei, aber unpersönlich.",,2024-01-17T14:50:11.454917Z
100.0,29394245,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:50:17.292496Z,random,e11ba8b3-73e5-4133-9295-b0be8d3946c4,"[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,4.862,Llama70B,1,Das Personal war nett und zuvorkommend.,,2024-01-17T14:50:17.292514Z
100.0,29394260,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T14:50:29.636502Z,random,db5319ae-8865-4d81-9289-6627d8ce6066,,,11.315,Llama70B,1,Die Atmosphäre ist nicht so wie auf der Website.,,2024-01-17T14:50:29.636529Z
100.0,29394269,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:50:35.735981Z,random,bf661cac-e02a-4483-877a-64450d376f6c,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]",,5.048,Llama70B,1,Das Essen war wirklich gut.,,2024-01-17T14:50:35.735998Z
100.0,29394280,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:50:44.957953Z,random,ccdedc08-15e7-4a85-9880-0a0d5c49e49d,"[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]",,8.114,Llama70B,1,"Ein Service, der sicherlich nicht den üblichen Ansprüchen entspricht.",,2024-01-17T14:50:44.957970Z
100.0,29394289,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:50:52.265210Z,random,9f395160-5f77-49fc-9072-74193c06ffea,"[{""end"":9,""text"":""Musik"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,5.963,Llama70B,1,Die Musik war viel zu laut.,,2024-01-17T14:50:52.265230Z
100.0,29394302,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:51:08.157176Z,random,90e90dfa-3df7-46cb-9cd9-964f4c59f4f4,"[{""end"":13,""text"":""Toiletten"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":41,""text"":""Böden"",""start"":36,""labels"":[""AMBIENCE-NEGATIVE""]}]",,14.986,Llama70B,1,Die Toiletten sind unsauber und die Böden sind schmutzig.,,2024-01-17T14:51:08.157197Z
100.0,29394317,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:51:22.897663Z,random,5abce939-95d6-4c7a-9385-f1109d2f2b12,"[{""end"":36,""text"":""Essen"",""start"":31,""labels"":[""FOOD-NEUTRAL""]},{""end"":22,""text"":""Personal"",""start"":14,""labels"":[""SERVICE-NEGATIVE""]}]",,13.685,Llama70B,1,Viel zu wenig Personal und das Essen war einfach nur mittelmäßig.,,2024-01-17T14:51:22.897680Z
100.0,29394325,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:51:30.225963Z,random,ef1934bd-e663-41f5-ad73-a455af27ae26,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":36,""text"":""Essen"",""start"":31,""labels"":[""FOOD-POSITIVE""]}]",,6.166,Llama70B,1,Das Ambiente ist schön und das Essen auch gut.,,2024-01-17T14:51:30.225983Z
100.0,29394330,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:51:34.092501Z,random,ad8df18c-e7b4-4aa3-9323-5dfde2d6966a,,,2.784,Llama70B,1,Mitbringsel inkl.,,2024-01-17T14:51:34.092518Z
100.0,29394334,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:51:39.234518Z,random,534d9d2d-c95d-4005-9150-e9cef49c4223,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]",,4.11,Llama70B,1,Das Essen war auch nicht gut.,,2024-01-17T14:51:39.234533Z
100.0,29394341,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T14:51:43.399206Z,random,f11e8208-b825-4cf1-a630-0199dcad513f,,,3.28,Llama70B,1,Wir hatten uns an einem sehr heißen Tag in das Café zurückgezogen.,,2024-01-17T14:51:43.399224Z
100.0,29394345,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T14:51:47.449600Z,random,651eb06d-0e7d-4279-8bf1-f9facf72a799,,,3.12,Llama70B,1,Zumindest für die Preisleistung.,,2024-01-17T14:51:47.449615Z
100.0,29394362,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:51:58.288345Z,random,f5e2b810-7617-4ee2-a7f9-a12443f6b830,"[{""end"":22,""text"":""Küche"",""start"":17,""labels"":[""FOOD-POSITIVE""]}]",,9.937,Llama70B,1,Wir waren in der Küche zufrieden.,,2024-01-17T14:51:58.288366Z
100.0,29394442,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:53:21.427836Z,random,093dd162-056e-42e1-8c6d-a96bad7bd5d4,"[{""end"":70,""text"":""Ambiente"",""start"":62,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":34,""text"":""Service"",""start"":27,""labels"":[""SERVICE-POSITIVE""]}]",,82.161,Llama70B,1,"Wir waren hier, weil es im Service sehr gut lief und auch das Ambiente ist schön.",,2024-01-17T14:53:21.427858Z
100.0,29394470,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:53:46.709384Z,random,282c3844-0b24-4774-be43-7a76087d1028,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]",,24.073,Llama70B,1,"Die Bedienung war sehr langsam, weshalb wir uns auch erst nach 1 Stunde an den Tisch setzen konnten.",,2024-01-17T14:53:46.709405Z
100.0,29394479,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:53:55.294206Z,random,146bab58-9839-4df0-9838-88b23efb24ba,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,7.627,Llama70B,1,"Die Bedienung war freundlich und korrekt, aber auch nicht mehr.",,2024-01-17T14:53:55.294222Z
100.0,29394488,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:54:06.414676Z,random,eb666ffb-329e-402a-907d-07e1abb44dbf,"[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,10.123,Llama70B,1,Die Atmosphäre war nicht so angenehm wie im Winter.,,2024-01-17T14:54:06.414694Z
100.0,29394498,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:54:13.551382Z,random,cacb0513-bc27-4d7d-9ef5-e1e1cb7c94e4,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,6.218,Llama70B,1,Das Ambiente ist sehr schön.,,2024-01-17T14:54:13.551400Z
100.0,29394518,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:54:45.963171Z,random,a2517523-28e9-4af2-a324-e9f86c5181de,"[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]",,31.449,Llama70B,1,"Der Service war in Ordnung, aber nicht überragend.",,2024-01-17T14:54:45.963187Z
100.0,29394520,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:54:51.216808Z,random,7cde1369-e130-4eaf-a932-deab8ab8d2f1,"[{""end"":8,""text"":""Ambiente"",""start"":0,""labels"":[""AMBIENCE-POSITIVE""]}]",,4.311,Llama70B,1,Ambiente sehr schön.,,2024-01-17T14:54:51.216825Z
100.0,29394531,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:55:03.526041Z,random,98a23794-3bfa-41c8-8dbf-90501621d293,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,11.393,Llama70B,1,Das Ambiente ist sehr gemütlich und entspannt.,,2024-01-17T14:55:03.526064Z
100.0,29394538,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:55:08.648339Z,random,1cfa6c36-0e73-4d13-8147-033cfc51bea5,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,4.212,Llama70B,1,Das Ambiente ist sehr schön und ruhig.,,2024-01-17T14:55:08.648355Z
100.0,29394556,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:55:31.023297Z,random,f5ef3388-9aa4-49d9-a6e3-f85693adb604,"[{""end"":17,""text"":""Sitzplatzwahl"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,21.471,Llama70B,1,"Die Sitzplatzwahl war leider sehr begrenzt, da die Tische sehr eng aneinander standen.",,2024-01-17T14:55:31.023316Z
100.0,29394562,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:55:40.828183Z,random,34e5f294-c68f-4573-9d11-6a6fadf17bfa,"[{""end"":21,""text"":""Gemütlichkeit"",""start"":8,""labels"":[""AMBIENCE-POSITIVE""]}]",,8.85,Llama70B,1,Einfach Gemütlichkeit.,,2024-01-17T14:55:40.828200Z
100.0,29394571,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:55:50.517240Z,random,ff4e8061-2e62-4ed4-8678-8b25d962b0eb,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":37,""text"":""Bedienung"",""start"":28,""labels"":[""SERVICE-POSITIVE""]},{""end"":62,""text"":""Essen"",""start"":57,""labels"":[""FOOD-POSITIVE""]}]",,8.766,Llama70B,1,"Das Ambiente ist schön, die Bedienung freundlich und das Essen lecker.",,2024-01-17T14:55:50.517259Z
100.0,29394583,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:56:03.600531Z,random,4b6ddd6c-37ea-48a4-8d37-2afa3a52fd5e,"[{""end"":13,""text"":""Essen"",""start"":8,""labels"":[""FOOD-NEGATIVE""]},{""end"":54,""text"":""Pizza"",""start"":49,""labels"":[""FOOD-NEGATIVE""]}]",,12.154,Llama70B,1,"Nur das Essen war ein wenig enttäuschend, da die Pizza etwas zu dünn belegt und überdies sehr trocken war.",,2024-01-17T14:56:03.600551Z
100.0,29394594,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:56:21.897466Z,random,53158d85-be42-4b50-85af-b9ad71a65724,"[{""end"":40,""text"":""Essen"",""start"":35,""labels"":[""FOOD-NEGATIVE""]},{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]",,17.318,Llama70B,1,"Die Preise sind sehr hoch, für das Essen bezahlt man 25 €, und es war nicht einmal so gut.",,2024-01-17T14:56:21.897483Z
100.0,29394613,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:56:37.432000Z,random,c421e716-81a3-4998-8236-f59620761510,"[{""end"":9,""text"":""Pizza"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]",,14.544,Llama70B,1,Die Pizza war überbacken und schmeckte nicht.,,2024-01-17T14:56:37.432023Z
100.0,29394619,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T14:56:45.402420Z,random,8053d6ff-b78a-4377-b347-05250921502d,,"[{""end"":44,""text"":""unterhalten, da die Tische"",""start"":18,""labels"":[""AMBIENCE-POSITIVE-no-phrase""]}]",21.771,Llama70B,1,"Man kann sich gut unterhalten, da die Tische nicht dicht beieinander stehen.",,2024-01-17T14:57:03.973040Z
